ID,Language,Explanation,Key_Concept,Mnemonic,Review_Status,Reviewer_Comments
417,AR,شتوتغارت هي الإجابة الصحيحة لأنها العاصمة الرسمية لولاية بادن فورتمبيرغ الألمانية. وقد تم تحديد ذلك في دستور الولاية بعد الحرب العالمية الثانية. إن فهم عواصم الولايات أمر بالغ الأهمية للتنقل في السياسة والإدارة الألمانية.,هذا السؤال يختبر معرفة الجغرافيا السياسية الألمانية، وتحديداً عواصم الولايات الفيدرالية. وهذا أمر ضروري لفهم هيكل الحكم الألماني.,"فكر في شتوتغارت على أنها ""شتوت-سيارة-ت"" لأن المدينة مركز رئيسي لصناعة السيارات الألمانية (مرسيدس بنز وبورش).",,
419,EN,"The correct answer is 1990 because this year marks the German reunification, when East and West Germany officially merged.  After World War II, Germany was divided, and the reunification concluded this period, establishing the current borders of the Federal Republic of Germany.  This is a crucial date in modern German history and is enshrined in the Einigungsvertrag (Unification Treaty).",This question tests knowledge of German reunification and its significance in shaping modern Germany's borders.  It assesses understanding of a key historical event and its impact on the country's political geography.,"Think ""Nine-Nine Fall of the Berlin Wall, Germany stands tall.""  1990 (nine-nine) connects the fall of the Berlin Wall with the establishment of a unified Germany.",,
419,DE,"Die richtige Antwort ist 1990, da in diesem Jahr die Deutsche Wiedervereinigung stattfand. Ost- und Westdeutschland wurden offiziell wiedervereinigt. Nach dem Zweiten Weltkrieg war Deutschland geteilt, und die Wiedervereinigung beendete diese Periode und etablierte die heutigen Grenzen der Bundesrepublik Deutschland. Dieses Datum ist im Einigungsvertrag verankert und von zentraler Bedeutung für die deutsche Geschichte.",Diese Frage prüft das Wissen über die Deutsche Wiedervereinigung und ihre Bedeutung für die heutigen Grenzen Deutschlands. Es wird das Verständnis eines wichtigen historischen Ereignisses und dessen Auswirkungen auf die politische Geographie des Landes abgefragt.,"Merke: ""Neun-Neun Mauerfall, Deutschland steht nun ganz und gar."" 1990 (Neun-Neun) verbindet den Fall der Berliner Mauer mit der Entstehung eines geeinten Deutschlands.",,
419,TR,"Doğru cevap 1990'dır çünkü bu yıl, Doğu ve Batı Almanya'nın resmen birleştiği Almanya'nın yeniden birleşmesini simgeler. II. Dünya Savaşı'ndan sonra Almanya bölünmüştü ve yeniden birleşme, Federal Almanya Cumhuriyeti'nin mevcut sınırlarını oluşturarak bu dönemi sona erdirdi. Bu, modern Alman tarihinde çok önemli bir tarihtir ve Birleşme Antlaşması'nda (Einigungsvertrag) yer almaktadır.","Bu soru, Almanya'nın yeniden birleşmesi ve modern Almanya'nın sınırlarını şekillendirmedeki önemi hakkındaki bilgiyi test eder. Ülkenin siyasi coğrafyası üzerindeki etkisini ve önemli bir tarihi olayı anlamayı değerlendirir.","Şunu düşünün: ""Doksan-Doksan Berlin Duvarı'nın yıkılışı, Almanya dimdik ayakta."" 1990 (doksan-doksan), Berlin Duvarı'nın yıkılışını birleşik bir Almanya'nın kurulmasıyla ilişkilendirir.",,
419,UK,"Правильна відповідь – 1990 рік, оскільки саме цього року відбулося об'єднання Німеччини, коли Східна та Західна Німеччина офіційно злилися. Після Другої світової війни Німеччина була розділена, а возз'єднання завершило цей період, встановивши сучасні кордони Федеративної Республіки Німеччина.  Ця дата закріплена в Договорі про об'єднання (Einigungsvertrag) і є ключовою в сучасній історії Німеччини.",Це питання перевіряє знання про об'єднання Німеччини та його значення у формуванні сучасних кордонів Німеччини.  Воно оцінює розуміння ключової історичної події та її впливу на політичну географію країни.,"Запам'ятайте: ""Дев'яносто-дев'яносто падіння Берлінської стіни, Німеччина стоїть міцно."" 1990 (дев'яносто-дев'яносто) пов'язує падіння Берлінської стіни зі створенням об'єднаної Німеччини.",,
419,AR,الإجابة الصحيحة هي 1990 لأن هذا العام يصادف إعادة توحيد ألمانيا، عندما اندمجت ألمانيا الشرقية والغربية رسميًا. بعد الحرب العالمية الثانية، تم تقسيم ألمانيا، وأنهى لم الشمل هذه الفترة، وأنشأ الحدود الحالية لجمهورية ألمانيا الاتحادية. هذا تاريخ حاسم في التاريخ الألماني الحديث وهو منصوص عليه في معاهدة التوحيد (Einigungsvertrag).,يختبر هذا السؤال معرفة إعادة توحيد ألمانيا وأهميتها في تشكيل حدود ألمانيا الحديثة.  يقيم فهم حدث تاريخي رئيسي وتأثيره على الجغرافيا السياسية للبلاد.,"فكر ""تسعة وتسعون سقوط جدار برلين، ألمانيا تقف شامخة."" 1990 (تسعة وتسعون) يربط سقوط جدار برلين بإنشاء ألمانيا موحدة.",,
420,EN,"The correct answer is B, Außenministerin/Außenminister (Foreign Minister).  German states (Bundesländer) like Sachsen-Anhalt are responsible for internal affairs but not foreign policy.  Foreign policy is the exclusive domain of the federal government, as outlined in the German Basic Law (Grundgesetz).  Therefore, Sachsen-Anhalt doesn't have its own foreign ministry or a foreign minister.","This question tests the distribution of powers between the federal government and the states (Bundesländer) in Germany. Specifically, it focuses on the exclusive federal authority over foreign policy.",Think 'Aussen' is 'Out' - States don't deal with the 'outside' world (foreign policy).,,
420,DE,"Die richtige Antwort ist B, Außenministerin/Außenminister. Deutsche Bundesländer wie Sachsen-Anhalt sind für innere Angelegenheiten zuständig, nicht aber für Außenpolitik. Die Außenpolitik ist gemäß dem Grundgesetz ausschließlich Sache des Bundes. Daher hat Sachsen-Anhalt kein eigenes Außenministerium und keinen Außenminister.",Diese Frage prüft die Kompetenzverteilung zwischen Bund und Ländern in Deutschland. Im Fokus steht die ausschließliche Zuständigkeit des Bundes für die Außenpolitik.,Denken Sie an 'Aussen' ist 'draußen' - Bundesländer kümmern sich nicht um die 'Außenwelt' (Außenpolitik).,,
420,TR,"Doğru cevap B, Außenministerin/Außenminister (Dışişleri Bakanı). Sachsen-Anhalt gibi Alman eyaletleri (Bundesländer) içişlerinden sorumludur, ancak dış politikadan sorumlu değildir. Alman Anayasası'na (Grundgesetz) göre dış politika, federal hükümetin münhasır alanıdır. Bu nedenle, Sachsen-Anhalt'ın kendi dışişleri bakanlığı veya dışişleri bakanı yoktur.","Bu soru, Almanya'da federal hükümet ile eyaletler (Bundesländer) arasındaki yetki dağılımını test eder. Özellikle, dış politika üzerindeki özel federal yetkiye odaklanır.",'Aussen' kelimesi 'Dış' anlamına gelir - Eyaletler 'dış' dünya (dış politika) ile ilgilenmez.,,
420,UK,"Правильна відповідь B, Außenministerin/Außenminister (Міністр закордонних справ). Німецькі землі (Bundesländer), такі як Саксонія-Ангальт, відповідають за внутрішні справи, але не за зовнішню політику. Згідно з Основним законом Німеччини (Grundgesetz), зовнішня політика є виключною компетенцією федерального уряду. Тому Саксонія-Ангальт не має власного міністерства закордонних справ або міністра закордонних справ.","Це питання перевіряє розподіл повноважень між федеральним урядом та землями (Bundesländer) у Німеччині. Зокрема, воно зосереджується на виключній федеральній владі над зовнішньою політикою.",Думайте про «Aussen» як про «зовнішній» – землі не мають справ із «зовнішнім» світом (зовнішня політика).,,
420,AR,الإجابة الصحيحة هي ب، وزير الخارجية/وزيرة الخارجية. الولايات الألمانية (Bundesländer) مثل ساكسونيا أنهالت مسؤولة عن الشؤون الداخلية ولكن ليس عن السياسة الخارجية. السياسة الخارجية هي من اختصاص الحكومة الفيدرالية حصريًا، كما هو موضح في القانون الأساسي الألماني (Grundgesetz). لذلك، لا يوجد لدى ساكسونيا أنهالت وزارة خارجية خاصة بها أو وزير خارجية.,هذا السؤال يختبر توزيع السلطات بين الحكومة الفيدرالية والولايات (Bundesländer) في ألمانيا. يركز بشكل خاص على السلطة الفيدرالية الحصرية على السياسة الخارجية.,"فكر في كلمة ""خارجي"" (Aussen) - الولايات لا تتعامل مع العالم ""الخارجي"" (السياسة الخارجية).",,
421,EN,"Image B correctly depicts the coat of arms of Bavaria (Bayern). It features the iconic ""lozengy"" pattern of white and blue diamonds, formally known as the ""Rautenmuster,"" which is the defining characteristic of the Bavarian coat of arms.  This symbol is deeply ingrained in Bavarian culture and represents the state's identity.  Understanding the symbols of German states is part of the integration process, demonstrating knowledge of German culture and history.","The key concept is recognizing the coat of arms of Bavaria, a crucial element of German civic knowledge. This is important for integration as it demonstrates an understanding of German federalism and regional identities.","Think ""Bavaria - Blue and White Diamonds"" to remember the distinctive lozenge pattern (Rautenmuster).",,
421,DE,"Bild B zeigt korrekt das Wappen Bayerns. Es enthält das ikonische ""Rautenmuster"" aus weißen und blauen Rauten, das das bestimmende Merkmal des bayerischen Wappens ist. Dieses Symbol ist tief in der bayerischen Kultur verwurzelt und repräsentiert die Identität des Freistaats. Das Verständnis der Symbole der deutschen Bundesländer ist Teil des Integrationsprozesses und zeigt Kenntnisse der deutschen Kultur und Geschichte.","Das Schlüsselkonzept ist die Erkennung des bayerischen Wappens, ein wichtiges Element der deutschen Staatsbürgerkunde. Dies ist wichtig für die Integration, da es ein Verständnis des deutschen Föderalismus und der regionalen Identitäten zeigt.","Denken Sie an ""Bayern - Blau-weiße Rauten"", um sich an das unverwechselbare Rautenmuster zu erinnern.",,
421,TR,"Resim B, Bavyera (Bayern) armasını doğru bir şekilde göstermektedir.  Bavyera armasının belirleyici özelliği olan beyaz ve mavi baklava dilimlerinden oluşan, resmi olarak ""Rautenmuster"" olarak bilinen ikonik deseni içerir. Bu sembol, Bavyera kültüründe derinlemesine yerleşmiştir ve eyaletin kimliğini temsil eder. Alman eyaletlerinin sembollerini anlamak, Alman kültür ve tarihine dair bilgi birikimini göstererek entegrasyon sürecinin bir parçasıdır.","Anahtar kavram, Alman vatandaşlık bilgisinin önemli bir unsuru olan Bavyera armasını tanımaktır. Bu, Alman federalizmi ve bölgesel kimliklerin anlaşılmasını gösterdiği için entegrasyon için önemlidir.","Belirgin baklava desenini (Rautenmuster) hatırlamak için ""Bavyera - Mavi ve Beyaz Baklavalar"" diye düşünün.",,
421,UK,"Зображення B правильно відображає герб Баварії (Bayern). Він містить культовий візерунок білих і блакитних ромбів, відомий як ""Rautenmuster"", що є визначальною рисою баварського герба. Цей символ глибоко вкорінений у баварській культурі та представляє ідентичність землі. Розуміння символів німецьких земель є частиною процесу інтеграції, демонструючи знання німецької культури та історії.","Ключова концепція полягає в розпізнаванні герба Баварії, важливого елемента громадянських знань Німеччини. Це важливо для інтеграції, оскільки демонструє розуміння німецького федералізму та регіональної ідентичності.","Подумайте ""Баварія - синьо-білі ромби"", щоб запам'ятати характерний візерунок з ромбів (Rautenmuster).",,
421,AR,"الصورة B تُظهر بشكل صحيح شعار النبالة لبافاريا (بايرن). تتميز بنمط المعينات الأبيض والأزرق الشهير، المعروف رسميًا باسم ""Rautenmuster""، وهو السمة المميزة لشعار النبالة البافاري. هذا الرمز متجذر بعمق في الثقافة البافارية ويمثل هوية الولاية. يُعد فهم رموز الولايات الألمانية جزءًا من عملية الاندماج، مما يدل على معرفة الثقافة والتاريخ الألمانيين.",المفهوم الرئيسي هو التعرف على شعار النبالة لبافاريا، وهو عنصر أساسي من المعرفة المدنية الألمانية. هذا مهم للاندماج لأنه يُظهر فهمًا للفيدرالية الألمانية والهويات الإقليمية.,"فكر في ""بافاريا - معينات زرقاء وبيضاء"" لتتذكر نمط المعينات المميز (Rautenmuster).",,
422,EN,"Altötting is the correct answer because it is a Landkreis (district) in Bavaria, Germany.  Bavaria is divided into 71 Kreise (counties) and 25 kreisfreie Städte (independent cities).  Understanding this administrative structure is important for navigating German bureaucracy and understanding political organization.  Altötting is known for its pilgrimage church, making it culturally significant.","This question tests knowledge of German administrative divisions, specifically the districts (Landkreise) within Bavaria.  It's crucial for understanding local governance and regional differences.","Think ""A"" for Altötting and ""A"" for Alps, as Bavaria is known for its Alpine region.",,
422,DE,"Altötting ist die richtige Antwort, da es ein Landkreis in Bayern ist. Bayern ist in 71 Kreise und 25 kreisfreie Städte unterteilt. Das Verständnis dieser Verwaltungsstruktur ist wichtig für die Navigation durch die deutsche Bürokratie und das Verständnis der politischen Organisation. Altötting ist bekannt für seine Wallfahrtskirche, was es kulturell bedeutsam macht.","Diese Frage testet das Wissen über die deutschen Verwaltungsgliederung, insbesondere die Landkreise in Bayern. Es ist wichtig für das Verständnis der lokalen Verwaltung und der regionalen Unterschiede.","Denken Sie an ""A"" für Altötting und ""A"" für Alpen, da Bayern für seine Alpenregion bekannt ist.",,
422,TR,"Altötting doğru cevaptır çünkü Almanya'nın Bavyera eyaletinde bir Landkreis'tir (ilçe). Bavyera, 71 Kreis (ilçe) ve 25 kreisfreie Städte'ye (bağımsız şehir) ayrılmıştır. Alman bürokrasisini anlamak ve siyasi organizasyonu kavramak için bu idari yapıyı anlamak önemlidir. Altötting, hac kilisesi ile tanınır ve bu da onu kültürel açıdan önemli kılar.","Bu soru, Alman idari bölümlerini, özellikle Bavyera'daki ilçeleri (Landkreise) bilginizi test eder. Yerel yönetimi ve bölgesel farklılıkları anlamak için çok önemlidir.","Altötting için ""A"" ve Alpler için ""A"" düşünün, çünkü Bavyera Alp bölgesi ile bilinir.",,
422,UK,"Альтеттінг — правильна відповідь, оскільки це Landkreis (район) у Баварії, Німеччина. Баварія поділена на 71 Kreise (округи) та 25 kreisfreie Städte (незалежні міста). Розуміння цієї адміністративної структури важливо для орієнтування в німецькій бюрократії та розуміння політичної організації. Альтеттінг відомий своєю паломницькою церквою, що робить його культурно значущим.","Це питання перевіряє знання німецького адміністративного поділу, зокрема районів (Landkreise) у Баварії. Це важливо для розуміння місцевого самоврядування та регіональних відмінностей.","Подумайте ""А"" для Альтеттінга і ""А"" для Альп, оскільки Баварія відома своїм альпійським регіоном.",,
422,AR,ألتوتينغ هي الإجابة الصحيحة لأنها Landkreis (مقاطعة) في بافاريا، ألمانيا. تنقسم بافاريا إلى 71 Kreise (مقاطعات) و 25 kreisfreie Städte (مدن مستقلة). إن فهم هذا الهيكل الإداري مهم للتنقل في البيروقراطية الألمانية وفهم التنظيم السياسي. تشتهر ألتوتينغ بكنيستها للحج، مما يجعلها ذات أهمية ثقافية.,هذا السؤال يختبر معرفة التقسيمات الإدارية الألمانية، وتحديداً المقاطعات (Landkreise) داخل بافاريا. من المهم فهم الحكم المحلي والاختلافات الإقليمية.,"فكر في ""A"" لألتوتينغ و ""A"" لجبال الألب، حيث تشتهر بافاريا بمنطقة جبال الألب.",,
423,EN,"The correct answer is 5 years.  The Brandenburg state parliament (Landtag) is elected every five years, just like all other German state parliaments. This is stipulated in the Brandenburg state constitution and reflects the democratic principle of regular elections to ensure accountability and representation. This system allows citizens to regularly evaluate the performance of their elected representatives and choose new ones if they are dissatisfied.","This question tests knowledge of the German political system, specifically the electoral term length for state parliaments (Landtage).  Understanding the distinct roles and responsibilities of federal and state governments is crucial for integration into German society.","Think ""Five for the Länder, Four for the Bund"" to remember the 5-year term for state parliaments (Länder) and the 4-year term for the federal parliament (Bund).",,
423,DE,"Die richtige Antwort ist 5 Jahre. Der Landtag in Brandenburg wird, wie alle anderen Landtage in Deutschland, alle fünf Jahre gewählt. Dies ist in der Landesverfassung von Brandenburg festgelegt und spiegelt das demokratische Prinzip regelmäßiger Wahlen wider, um Verantwortlichkeit und Repräsentation zu gewährleisten. Dieses System ermöglicht es den Bürgern, die Leistung ihrer gewählten Vertreter regelmäßig zu bewerten und neue zu wählen, wenn sie unzufrieden sind.","Diese Frage prüft das Wissen über das deutsche politische System, insbesondere die Wahlperiode der Landtage. Das Verständnis der unterschiedlichen Rollen und Verantwortlichkeiten von Bund und Ländern ist entscheidend für die Integration in die deutsche Gesellschaft.","Merke: ""Fünf für die Länder, vier für den Bund"" - fünf Jahre Amtszeit für die Landtage, vier Jahre für den Bundestag.",,
423,TR,"Doğru cevap 5 yıldır. Brandenburg eyalet parlamentosu (Landtag), tıpkı Almanya'daki diğer tüm eyalet parlamentoları gibi, her beş yılda bir seçilir. Bu, Brandenburg eyalet anayasasında belirtilmiştir ve hesap verebilirliği ve temsili sağlamak için düzenli seçimlerin demokratik ilkesini yansıtır. Bu sistem, vatandaşların seçilmiş temsilcilerinin performansını düzenli olarak değerlendirmelerine ve memnun kalmazlarsa yenilerini seçmelerine olanak tanır.","Bu soru, Alman siyasi sistemi, özellikle eyalet parlamentolarının (Landtag) seçim dönemi uzunluğu hakkındaki bilgiyi test eder. Federal ve eyalet hükümetlerinin farklı rollerini ve sorumluluklarını anlamak, Alman toplumuna entegrasyon için çok önemlidir.","Eyalet parlamentoları (Länder) için 5 yıllık, federal parlamento (Bund) için 4 yıllık dönemi hatırlamak için ""Länder için Beş, Bund için Dört"" diye düşünün.",,
423,UK,"Правильна відповідь – 5 років. Ландтаг у Бранденбурзі, як і всі інші ландтаги в Німеччині, обирається кожні п'ять років. Це закріплено в конституції землі Бранденбург і відображає демократичний принцип регулярних виборів для забезпечення підзвітності та представництва. Ця система дозволяє громадянам регулярно оцінювати роботу своїх обранців і обирати нових, якщо вони незадоволені.","Це питання перевіряє знання німецької політичної системи, зокрема тривалість виборчого терміну ландтагів. Розуміння різних ролей та обов'язків федерального уряду та урядів земель є важливим для інтеграції в німецьке суспільство.","Запам'ятайте: ""П'ять для земель, чотири для Бунду"" – п'ять років для ландтагів, чотири роки для Бундестагу.",,
423,AR,الإجابة الصحيحة هي 5 سنوات. يُنتخب برلمان ولاية براندنبورغ (Landtag)، مثل جميع برلمانات الولايات الأخرى في ألمانيا، كل خمس سنوات. هذا منصوص عليه في دستور ولاية براندنبورغ ويعكس مبدأ الانتخابات الدورية الديمقراطية لضمان المساءلة والتمثيل. يسمح هذا النظام للمواطنين بتقييم أداء ممثليهم المنتخبين بانتظام واختيار ممثلين جدد إذا كانوا غير راضين.,يختبر هذا السؤال معرفة النظام السياسي الألماني، وتحديداً مدة الانتخابات لبرلمانات الولايات (Landtage). إن فهم الأدوار والمسؤوليات المختلفة للحكومات الفيدرالية وحكومات الولايات أمر بالغ الأهمية للاندماج في المجتمع الألماني.,"تذكر ""خمسة للأ Länder، أربعة لـ Bund"" لتذكر فترة 5 سنوات لبرلمانات الولايات (Länder) وفترة 4 سنوات للبرلمان الفيدرالي (Bund).",,
424,EN,"In Baden-Württemberg, the voting age for local elections is 16. This reflects the principle of allowing younger people to participate in local democracy and have a say in matters directly affecting their communities.  Germany places a strong emphasis on civic engagement, and lowering the voting age for local elections is seen as a way to foster political interest and participation among young people.  This is in contrast to federal elections, where the voting age is 18.","This question tests knowledge of voting regulations specific to Baden-Württemberg, highlighting the difference between local and federal election laws.","Sweet Sixteen:  Think of celebrating a 'sweet sixteen' birthday party, and remember that 16 is the voting age for local elections in Baden-Württemberg.",,
424,DE,"In Baden-Württemberg darf man ab 16 Jahren an Kommunalwahlen teilnehmen. Dies spiegelt den Grundsatz wider, jungen Menschen die Teilhabe an der lokalen Demokratie zu ermöglichen und ihnen ein Mitspracherecht bei Angelegenheiten zu geben, die ihre Gemeinden direkt betreffen. Deutschland legt großen Wert auf bürgerschaftliches Engagement, und die Senkung des Wahlalters bei Kommunalwahlen wird als ein Weg gesehen, das politische Interesse und die Beteiligung junger Menschen zu fördern. Im Gegensatz dazu liegt das Wahlalter bei Bundestagswahlen bei 18 Jahren.",Diese Frage prüft das Wissen über die Wahlbestimmungen in Baden-Württemberg und hebt den Unterschied zwischen Kommunal- und Bundeswahlrecht hervor.,"Süßes Sechzehn: Denken Sie an eine ""süße Sechzehn"" Geburtstagsfeier und erinnern Sie sich daran, dass 16 das Wahlalter für Kommunalwahlen in Baden-Württemberg ist.",,
424,TR,"Baden-Württemberg'de yerel seçimlerde oy kullanma yaşı 16'dır. Bu, gençlerin yerel demokrasiye katılımına ve topluluklarını doğrudan etkileyen konularda söz sahibi olmalarına olanak tanıma ilkesini yansıtır. Almanya, yurttaşlık katılımına büyük önem verir ve yerel seçimlerde oy kullanma yaşının düşürülmesi, gençler arasında siyasi ilgi ve katılımı teşvik etmenin bir yolu olarak görülür. Bu, oy kullanma yaşının 18 olduğu federal seçimlerden farklıdır.","Bu soru, yerel ve federal seçim yasaları arasındaki farkı vurgulayarak, Baden-Württemberg'e özgü oy verme düzenlemeleri bilgisini test eder.",Tatlı On Altı: 'Tatlı on altı' yaş günü partisini düşünün ve Baden-Württemberg'deki yerel seçimlerde oy kullanma yaşının 16 olduğunu hatırlayın.,,
424,UK,"У Баден-Вюртемберзі вік голосування на місцевих виборах становить 16 років. Це відображає принцип залучення молоді до місцевої демократії та надання їм права голосу з питань, що безпосередньо стосуються їхніх громад. Німеччина приділяє велику увагу громадянській участі, і зниження віку голосування на місцевих виборах розглядається як спосіб сприяння політичній зацікавленості та участі молоді. Це відрізняється від федеральних виборів, де вік голосування становить 18 років.","Це питання перевіряє знання правил голосування, що стосуються Баден-Вюртемберга, підкреслюючи різницю між місцевими та федеральними виборчими законами.","Солодкі шістнадцять: Уявіть собі святкування ""солодких шістнадцяти"" років, і пам'ятайте, що 16 – це вік голосування на місцевих виборах у Баден-Вюртемберзі.",,
424,AR,في بادن-فورتمبيرغ، يبلغ سن التصويت في الانتخابات المحلية 16 عامًا.  يعكس هذا مبدأ السماح للشباب بالمشاركة في الديمقراطية المحلية وإبداء رأيهم في الأمور التي تؤثر بشكل مباشر على مجتمعاتهم.  تؤكد ألمانيا بشدة على المشاركة المدنية، ويُنظر إلى خفض سن التصويت في الانتخابات المحلية على أنه وسيلة لتعزيز الاهتمام السياسي والمشاركة بين الشباب.  هذا على عكس الانتخابات الفيدرالية، حيث يبلغ سن التصويت 18 عامًا.,يختبر هذا السؤال معرفة أنظمة التصويت الخاصة ببادن-فورتمبيرغ، مسلطًا الضوء على الفرق بين قوانين الانتخابات المحلية والفيدرالية.,"ستة عشر حلوة: فكر في الاحتفال بعيد ميلاد ""ستة عشر حلوة""، وتذكر أن 16 هو سن التصويت في الانتخابات المحلية في بادن-فورتمبيرغ.",,
425,EN,"The correct answer is green-white-red because these are the official colors of the state flag of North Rhine-Westphalia.  This was established in the state constitution and symbolizes the unity of the Rhineland, Westphalia, and Lippe regions.  Green represents the Rhineland, white represents Lippe, and red represents Westphalia.","This question tests knowledge of German civics, specifically the symbols and governance of the state of North Rhine-Westphalia.  Understanding these symbols is part of integrating into German society.","Think ""Green Grass, White Clouds, Red Sunset"" to remember the Green, White, and Red of the North Rhine-Westphalia flag.",,
425,DE,"Die richtige Antwort ist grün-weiß-rot, da dies die offiziellen Farben der Landesflagge von Nordrhein-Westfalen sind.  Dies ist in der Landesverfassung festgelegt und symbolisiert die Einheit der Regionen Rheinland, Westfalen und Lippe. Grün steht für das Rheinland, Weiß für Lippe und Rot für Westfalen.","Diese Frage testet Kenntnisse der deutschen Staatsbürgerkunde, insbesondere der Symbole und der Regierungsführung des Landes Nordrhein-Westfalen. Das Verständnis dieser Symbole ist Teil der Integration in die deutsche Gesellschaft.","Denken Sie an ""Grünes Gras, Weiße Wolken, Roter Sonnenuntergang"", um sich an die Farben Grün, Weiß und Rot der nordrhein-westfälischen Flagge zu erinnern.",,
425,TR,"Doğru cevap yeşil-beyaz-kırmızıdır çünkü bunlar Kuzey Ren-Vestfalya eyalet bayrağının resmi renkleridir. Bu, eyalet anayasasında belirlenmiştir ve Renanya, Vestfalya ve Lippe bölgelerinin birliğini simgeler. Yeşil Renanya'yı, beyaz Lippe'yi ve kırmızı Vestfalya'yı temsil eder.","Bu soru, Alman yurttaşlık bilgisi, özellikle Kuzey Ren-Vestfalya eyaletinin sembolleri ve yönetimi hakkındaki bilgiyi test eder. Bu sembolleri anlamak, Alman toplumuna entegre olmanın bir parçasıdır.","Kuzey Ren-Vestfalya bayrağının yeşil, beyaz ve kırmızısını hatırlamak için ""Yeşil Çimen, Beyaz Bulutlar, Kırmızı Gün Batımı""nı düşünün.",,
425,UK,"Правильна відповідь – зелений-білий-червоний, оскільки це офіційні кольори прапора землі Північний Рейн-Вестфалія. Це закріплено в конституції землі та символізує єдність регіонів Рейнланд, Вестфалія та Ліппе. Зелений колір представляє Рейнланд, білий – Ліппе, а червоний – Вестфалію.","Це питання перевіряє знання з німецької громадянської освіти, зокрема символіки та управління землі Північний Рейн-Вестфалія. Розуміння цієї символіки є частиною інтеграції в німецьке суспільство.","Щоб запам'ятати зелений, білий та червоний кольори прапора землі Північний Рейн-Вестфалія, подумайте про ""Зелена трава, Білі хмари, Червоний захід сонця"".",,
425,AR,الإجابة الصحيحة هي الأخضر-الأبيض-الأحمر لأن هذه هي الألوان الرسمية لعلم ولاية شمال الراين وستفاليا. وقد تم تحديد ذلك في دستور الولاية ويرمز إلى وحدة مناطق الراين وستفاليا وليبه. يمثل اللون الأخضر منطقة الراين، ويمثل اللون الأبيض منطقة ليبه، ويمثل اللون الأحمر منطقة وستفاليا.,يختبر هذا السؤال المعرفة بالشؤون المدنية الألمانية، وتحديداً رموز وحكم ولاية شمال الراين وستفاليا. إن فهم هذه الرموز جزء من الاندماج في المجتمع الألماني.,"فكر في ""عشب أخضر، غيوم بيضاء، غروب أحمر"" لتتذكر ألوان علم ولاية شمال الراين وستفاليا الأخضر والأبيض والأحمر.",,
426,EN,"The Landeszentrale für politische Bildung (State Agency for Civic Education) is the correct answer because its primary function is to provide non-partisan information about political topics.  It's a key institution in Germany's democratic system, promoting informed civic participation.  They offer resources like publications, workshops, and online materials to help people understand political processes and issues.  This aligns with the integration exam's focus on understanding German democracy and civic life.","This question tests knowledge of resources for political education in Germany, crucial for informed participation in democracy.","Think ""Politics - People - Bildung"":  Political education is for the people, provided by the Landeszentrale für politische Bildung.",,
426,DE,"Die Landeszentrale für politische Bildung ist die richtige Antwort, da ihre Hauptaufgabe darin besteht, überparteiliche Informationen zu politischen Themen bereitzustellen. Sie ist eine wichtige Institution im deutschen demokratischen System und fördert die informierte Beteiligung der Bürger. Sie bietet Ressourcen wie Publikationen, Workshops und Online-Materialien, um Menschen zu helfen, politische Prozesse und Themen zu verstehen. Dies entspricht dem Fokus des Integrationstests auf das Verständnis der deutschen Demokratie und des bürgerlichen Lebens.","Diese Frage testet das Wissen über Ressourcen zur politischen Bildung in Deutschland, die für eine informierte Teilnahme an der Demokratie entscheidend sind.","Denken Sie an ""Politik - Publikum - Bildung"": Politische Bildung ist für das Publikum, bereitgestellt von der Landeszentrale für politische Bildung.",,
426,TR,"Landesentrale für politische Bildung (Siyasi Eğitim Devlet Merkezi), siyasi konular hakkında tarafsız bilgi sağlamak ana işlevi olduğu için doğru cevaptır. Almanya'nın demokratik sisteminde önemli bir kurumdur ve bilinçli yurttaş katılımını teşvik eder. İnsanların siyasi süreçleri ve konuları anlamalarına yardımcı olmak için yayınlar, atölyeler ve çevrimiçi materyaller gibi kaynaklar sunar. Bu, entegrasyon sınavının Alman demokrasisini ve yurttaşlık yaşamını anlamaya odaklanmasıyla uyumludur.","Bu soru, demokrasiye bilinçli katılım için önemli olan Almanya'daki siyasi eğitim kaynakları hakkındaki bilgiyi test eder.","Şunu düşünün: ""Politika - İnsanlar - Eğitim"": Siyasi eğitim insanlar içindir ve Landeszentrale für politische Bildung tarafından sağlanır.",,
426,UK,"Державне агентство з громадянської освіти (Landeszentrale für politische Bildung) є правильною відповіддю, оскільки його основна функція полягає в наданні неупередженої інформації з політичних питань. Це ключова установа в німецькій демократичній системі, що сприяє усвідомленій участі громадян. Вони пропонують такі ресурси, як публікації, семінари та онлайн-матеріали, щоб допомогти людям зрозуміти політичні процеси та проблеми. Це відповідає меті іспиту з інтеграції, який полягає в розумінні німецької демократії та громадянського життя.","Це питання перевіряє знання ресурсів для політичної освіти в Німеччині, що є важливим для усвідомленої участі в демократії.","Подумайте «Політика - Люди - Освіта»: політична освіта для людей, яку надає Landeszentrale für politische Bildung.",,
