ID,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Category,Difficulty,Is_Image_Question,Explanation_EN,Explanation_DE,Key_Concept_EN,Key_Concept_DE,Mnemonic_EN,Mnemonic_DE,Review_Status,Reviewer_Comments
9,Welches Grundrecht gilt in Deutschland nur für Ausländerinnen/Ausländer? Das Grundrecht auf ...,Schutz der Familie,Menschenwürde,Asyl,Meinungsfreiheit,Asyl,Grundrechte,easy,False,"The right to asylum (Asylrecht) is correct because it's specifically designed for foreign nationals seeking protection from persecution in their home countries.  Germany, as a signatory to the 1951 Refugee Convention and its 1967 Protocol, has a legal and moral obligation to offer safe haven to those fleeing persecution.  This right is enshrined in Article 16a of the German Basic Law (Grundgesetz).  It's unique to foreigners because German citizens are inherently protected by the state and wouldn't need to seek asylum within their own country.  The German Federal Office for Migration and Refugees (BAMF) is responsible for processing asylum applications.","Das Grundrecht auf Asyl ist die richtige Antwort, da es speziell für ausländische Staatsangehörige gilt, die in ihren Heimatländern verfolgt werden. Deutschland ist als Unterzeichner der Genfer Flüchtlingskonvention von 1951 und des dazugehörigen Protokolls von 1967 rechtlich und moralisch verpflichtet, Verfolgten Schutz zu gewähren. Dieses Recht ist in Artikel 16a des Grundgesetzes verankert. Es gilt nur für Ausländer, da deutsche Staatsbürger vom Staat geschützt sind und in ihrem eigenen Land kein Asyl beantragen müssen. Das Bundesamt für Migration und Flüchtlinge (BAMF) ist für die Bearbeitung von Asylanträgen zuständig.","This question tests the understanding of fundamental rights specific to foreigners in Germany, particularly the right to asylum as a core element of international and German law.","Diese Frage prüft das Verständnis der Grundrechte, die speziell für Ausländer in Deutschland gelten, insbesondere das Asylrecht als Kernbestandteil des internationalen und deutschen Rechts.",Remember 'A' for Asylum:  Aliens seeking Asylum.,Merke: 'A' wie Asyl: Ausländer suchen Asyl.,,
10,Was ist mit dem deutschen Grundgesetz vereinbar?,die Prügelstrafe,die Folter,die Todesstrafe,die Geldstrafe,die Geldstrafe,Politik,easy,False,"The correct answer is 'die Geldstrafe' (fine) because it is the only punishment among the options that is compatible with the German Basic Law (Grundgesetz).  Germany abolished the death penalty in 1949, explicitly prohibiting it in Article 102 of the Basic Law.  Corporal punishment (Prügelstrafe) and torture (Folter) are also strictly forbidden as they violate human dignity, a core principle enshrined in Article 1 of the Basic Law.  Fines, however, are a common and accepted form of punishment within the German legal system, used for a variety of offenses.","Die richtige Antwort ist 'die Geldstrafe', da sie die einzige Strafe unter den Optionen ist, die mit dem deutschen Grundgesetz vereinbar ist. Deutschland hat die Todesstrafe 1949 abgeschafft und in Artikel 102 des Grundgesetzes ausdrücklich verboten. Körperliche Züchtigung ('Prügelstrafe') und Folter sind ebenfalls strengstens verboten, da sie gegen die Menschenwürde verstoßen, ein Kernprinzip, das in Artikel 1 des Grundgesetzes verankert ist. Geldstrafen hingegen sind eine übliche und akzeptierte Form der Bestrafung im deutschen Rechtssystem und werden für eine Vielzahl von Vergehen eingesetzt.","This question tests knowledge of fundamental rights and the principles of the German Basic Law, specifically the prohibition of punishments that violate human dignity.","Diese Frage prüft das Wissen über die Grundrechte und die Prinzipien des deutschen Grundgesetzes, insbesondere das Verbot von Strafen, die die Menschenwürde verletzen.","Think ""G"" for Geldstrafe (fine) and ""G"" for Grundgesetz (Basic Law) – fines are ""G""ood with the ""G""rundgesetz.","Denken Sie an ""G"" für Geldstrafe und ""G"" für Grundgesetz – Geldstrafen sind im Einklang mit dem Grundgesetz.",,
11,Wie wird die Verfassung der Bundesrepublik Deutschland genannt?,Grundgesetz,Bundesverfassung,Gesetzbuch,Verfassungsvertrag,Grundgesetz,Politisches System,easy,False,"The correct answer is 'Grundgesetz' (Basic Law). After World War II, Germany was divided, and the western part, under Allied occupation, needed a legal framework.  Instead of a permanent constitution, they created the 'Basic Law' as a provisional constitution, anticipating reunification.  It outlines fundamental rights and the structure of government.  It's called 'Basic Law' because it was intended to be replaced by a proper constitution upon reunification, which, although achieved in 1990, did not lead to a new constitution. The Grundgesetz has been amended and adapted, effectively serving as Germany's constitution.","Die richtige Antwort ist 'Grundgesetz'. Nach dem Zweiten Weltkrieg war Deutschland geteilt, und der westliche Teil benötigte unter alliierter Besatzung eine rechtliche Grundlage. Anstelle einer endgültigen Verfassung wurde das 'Grundgesetz' als provisorische Verfassung geschaffen, in Erwartung der Wiedervereinigung. Es beschreibt die Grundrechte und die Struktur des Staates. Es heißt 'Grundgesetz', weil es bei der Wiedervereinigung durch eine richtige Verfassung ersetzt werden sollte, was aber trotz der Wiedervereinigung 1990 nicht geschah. Das Grundgesetz wurde angepasst und erweitert und dient effektiv als Verfassung Deutschlands.",This question tests knowledge of Germany's foundational legal document and its historical context. It assesses understanding of the difference between a provisional and permanent constitution and the significance of the 'Grundgesetz' in German governance.,Diese Frage prüft das Wissen über Deutschlands grundlegendes Rechtsdokument und seinen historischen Kontext. Es bewertet das Verständnis des Unterschieds zwischen einer vorläufigen und einer endgültigen Verfassung und die Bedeutung des 'Grundgesetzes' für die deutsche Staatsführung.,"Think 'GG' for 'Germany's Governing' document.  Or, since it's the *Basic* Law, imagine building blocks – the Grundgesetz is the *basic* block for German democracy.","Denken Sie an 'GG' für 'Grundgesetz'. Oder, da es das *Grund*gesetz ist, stellen Sie sich Bausteine vor – das Grundgesetz ist der *grundlegende* Baustein für die deutsche Demokratie.",,
12,Eine Partei im Deutschen Bundestag will die Pressefreiheit abschaffen. Ist das möglich?,"Ja, wenn mehr als die Hälfte der Abgeordneten im Bundestag dafür sind.","Ja, aber dazu müssen zwei Drittel der Abgeordneten im Bundestag dafür sein.","Nein, denn die Pressefreiheit ist ein Grundrecht. Sie kann nicht abgeschafft werden.","Nein, denn nur der Bundesrat kann die Pressefreiheit abschaffen.","Nein, denn die Pressefreiheit ist ein Grundrecht. Sie kann nicht abgeschafft werden.",Politik,medium,False,"The correct answer is C because freedom of the press is a fundamental right protected by the German Basic Law (Grundgesetz), specifically Article 5.  This right, along with other basic rights, forms the very foundation of German democracy and cannot be abolished by a simple majority vote.  These rights were enshrined in the Basic Law after the experiences of Nazi dictatorship, to ensure such suppression of fundamental freedoms could never happen again.  It's a cornerstone of German legal and political culture.","Die richtige Antwort ist C, weil die Pressefreiheit ein Grundrecht ist, das durch das deutsche Grundgesetz, insbesondere Artikel 5, geschützt ist. Dieses Recht bildet zusammen mit anderen Grundrechten die Grundlage der deutschen Demokratie und kann nicht durch eine einfache Mehrheitsentscheidung abgeschafft werden.  Diese Rechte wurden nach den Erfahrungen der NS-Diktatur im Grundgesetz verankert, um sicherzustellen, dass eine solche Unterdrückung der Grundfreiheiten nie wieder vorkommen kann. Es ist ein Eckpfeiler der deutschen Rechts- und politischen Kultur.",This question tests knowledge of fundamental rights in Germany and the protection afforded to them by the Basic Law (Grundgesetz). It highlights the principle that certain rights are inalienable and cannot be removed by the government.,"Diese Frage prüft das Wissen über die Grundrechte in Deutschland und deren Schutz durch das Grundgesetz. Sie unterstreicht den Grundsatz, dass bestimmte Rechte unveräußerlich sind und nicht von der Regierung abgeschafft werden können.","Think of the five fingers on your hand representing Article 5 of the Basic Law, protecting your freedom of the press like a shield.","Denken Sie an die fünf Finger Ihrer Hand, die für Artikel 5 des Grundgesetzes stehen und Ihre Pressefreiheit wie ein Schutzschild schützen.",,
13,"Im Parlament steht der Begriff ""Opposition"" für ...",die regierenden Parteien.,die Fraktion mit den meisten Abgeordneten.,"alle Parteien, die bei der letzten Wahl die 5%-Hürde erreichen konnten.","alle Abgeordneten, die nicht zu der Regierungspartei/den Regierungsparteien gehören.","alle Abgeordneten, die nicht zu der Regierungspartei/den Regierungsparteien gehören.",Politik,easy,False,"The correct answer is D: ""all members of parliament who do not belong to the governing party/parties.""  In Germany's parliamentary system, the opposition plays a crucial role in holding the government accountable.  They scrutinize government policies, propose alternative legislation, and represent the interests of those who did not vote for the ruling coalition.  This principle of checks and balances is essential for a healthy democracy.  The opposition's role is enshrined in parliamentary rules and traditions, ensuring they have a voice in debates and committees.","Die richtige Antwort ist D: ""alle Abgeordneten, die nicht zu der Regierungspartei/den Regierungsparteien gehören."" Im deutschen parlamentarischen System spielt die Opposition eine entscheidende Rolle bei der Kontrolle der Regierung. Sie prüft die Regierungspolitik, schlägt alternative Gesetze vor und vertritt die Interessen derer, die nicht für die Regierungskoalition gestimmt haben. Dieses Prinzip der Gewaltenteilung ist für eine gesunde Demokratie unerlässlich. Die Rolle der Opposition ist in den parlamentarischen Regeln und Traditionen verankert, um sicherzustellen, dass sie in Debatten und Ausschüssen eine Stimme hat.","This question tests the concept of parliamentary opposition in a democratic system.  It examines the role of non-governing parties in scrutinizing the government, representing diverse viewpoints, and ensuring a balance of power.","Diese Frage prüft das Konzept der parlamentarischen Opposition in einem demokratischen System. Es untersucht die Rolle der nicht-regierenden Parteien bei der Kontrolle der Regierung, der Repräsentation verschiedener Standpunkte und der Gewährleistung eines Machtgleichgewichts.","Remember ""OGO"": Opposition = Government Out.  The opposition is made up of those *not* in the government.","Merke dir ""RON"": Regierungsparteien = Opposition Nicht. Die Opposition besteht aus denen, die *nicht* in der Regierung sind.",,
14,"Meinungsfreiheit in Deutschland heißt, dass ich ...",Passanten auf der Straße beschimpfen darf.,meine Meinung im Internet äußern kann.,"Nazi-, Hamas- oder Islamischer Staat-Symbole öffentlich tragen darf.","meine Meinung nur dann äußern darf, solange ich der Regierung nicht widerspreche.",meine Meinung im Internet äußern kann.,Politik,easy,False,"The correct answer is B because freedom of speech in Germany, as protected by Article 5 of the Basic Law (Grundgesetz), allows individuals to express their opinions freely, including online.  This right is not absolute and is subject to limitations, such as protection of personal honor and prevention of incitement to violence.  However, expressing opinions on the internet generally falls within the scope of protected speech.  This is a crucial aspect of democratic discourse in modern Germany.","Die richtige Antwort ist B, weil die Meinungsfreiheit in Deutschland, geschützt durch Artikel 5 des Grundgesetzes, es jedem erlaubt, seine Meinung frei zu äußern, auch im Internet. Dieses Recht ist nicht uneingeschränkt und unterliegt Begrenzungen wie dem Schutz der persönlichen Ehre und der Verhinderung von Gewaltverherrlichung. Die Meinungsäußerung im Internet fällt jedoch im Allgemeinen unter den Schutz der Meinungsfreiheit. Dies ist ein wichtiger Aspekt des demokratischen Diskurses im modernen Deutschland.","This question tests the understanding of freedom of speech (Meinungsfreiheit) within the context of German law and society. It examines the boundaries of this fundamental right and its practical application in everyday situations, particularly in the digital age.","Diese Frage prüft das Verständnis der Meinungsfreiheit im Kontext des deutschen Rechts und der Gesellschaft. Sie untersucht die Grenzen dieses Grundrechts und seine praktische Anwendung im Alltag, insbesondere im digitalen Zeitalter.",Imagine an 'i' in a 'net' to remember 'Internet'.  'I-net' represents expressing your 'I' (individual opinion) on the net (internet).,"Stell dir ein ""i"" in einem ""Netz"" vor, um dich an ""Internet"" zu erinnern. ""I-Netz"" steht für das Ausdrücken deines ""Ichs"" (deine Meinung) im Netz (Internet).",,
15,Was verbietet das deutsche Grundgesetz?,Militärdienst,Zwangsarbeit,freie Berufswahl,Arbeit im Ausland,Zwangsarbeit,Politisches System,easy,False,"The correct answer is 'Zwangsarbeit' (forced labor).  The German Basic Law (Grundgesetz), specifically Article 12, explicitly prohibits forced labor. This is a fundamental human right, reflecting Germany's history and its commitment to never again allow the atrocities of the Nazi era, where forced labor was a widespread practice.  This protection ensures individual dignity and freedom.","Die richtige Antwort ist 'Zwangsarbeit'. Artikel 12 des Grundgesetzes verbietet Zwangsarbeit ausdrücklich. Dies ist ein grundlegendes Menschenrecht und spiegelt Deutschlands Geschichte und seine Verpflichtung wider, die Gräueltaten der NS-Zeit, in der Zwangsarbeit weit verbreitet war, nie wieder zuzulassen. Dieser Schutz gewährleistet die Würde und Freiheit des Einzelnen.","This question tests knowledge of fundamental rights protected by the German Basic Law, specifically the prohibition of forced labor.  It highlights the importance of human dignity and freedom in German society.","Diese Frage prüft das Wissen über die Grundrechte, die durch das Grundgesetz geschützt sind, insbesondere das Verbot der Zwangsarbeit. Es unterstreicht die Bedeutung der Menschenwürde und -freiheit in der deutschen Gesellschaft.","Think ""Zwei"" (two) for Zwangsarbeit.  Two hands forced to work against their will.","Denken Sie an ""Zwei"" für Zwangsarbeit. Zwei Hände, die gezwungen sind, gegen ihren Willen zu arbeiten.",,
16,Wann ist die Meinungsfreiheit in Deutschland eingeschränkt?,bei der öffentlichen Verbreitung falscher Behauptungen über einzelne Personen,bei Meinungsäußerungen über die Bundesregierung,bei Diskussionen über Religionen,bei Kritik am Staat,bei der öffentlichen Verbreitung falscher Behauptungen über einzelne Personen,Politik,easy,False,"The correct answer is A because freedom of speech, while a fundamental right in Germany (enshrined in Article 5 of the Basic Law), is not absolute.  It is limited when it infringes upon the rights and reputations of others. Publicly spreading false claims about individuals (Verleumdung/Rufmord) is illegal and not protected by free speech. This is crucial for peaceful coexistence and protecting individual dignity, a key value in German society.  The legal system balances free speech with personality rights.","Die richtige Antwort ist A, weil die Meinungsfreiheit in Deutschland, obwohl sie ein Grundrecht gemäß Artikel 5 des Grundgesetzes ist, nicht absolut ist. Sie findet ihre Grenzen, wenn sie die Rechte und den Ruf anderer verletzt. Die öffentliche Verbreitung falscher Behauptungen über einzelne Personen (Verleumdung/Rufmord) ist illegal und wird nicht durch die Meinungsfreiheit geschützt. Dies ist entscheidend für ein friedliches Zusammenleben und den Schutz der Würde des Einzelnen, ein zentraler Wert der deutschen Gesellschaft. Das Rechtssystem bringt die Meinungsfreiheit mit den Persönlichkeitsrechten in Einklang.","This question tests the limits of freedom of speech, specifically regarding defamation and slander.  It highlights the balance between individual rights and freedoms.","Diese Frage prüft die Grenzen der Meinungsfreiheit, insbesondere in Bezug auf Verleumdung und üble Nachrede. Sie hebt das Gleichgewicht zwischen individuellen Rechten und Freiheiten hervor.","Think ""Falsehoods = Fines"": Spreading falsehoods about individuals can lead to fines or other legal consequences, thus restricting free speech.","Denken Sie an ""Falschheit = Strafe"": Die Verbreitung von Falschheiten über Einzelpersonen kann zu Geldstrafen oder anderen rechtlichen Konsequenzen führen und somit die Meinungsfreiheit einschränken.",,
17,Die deutschen Gesetze verbieten ...,Meinungsfreiheit der Einwohnerinnen und Einwohner.,Petitionen der Bürgerinnen und Bürger.,Versammlungsfreiheit der Einwohnerinnen und Einwohner.,Ungleichbehandlung der Bürgerinnen und Bürger durch den Staat,Ungleichbehandlung der Bürgerinnen und Bürger durch den Staat.,Politik,easy,False,"The correct answer is D: Ungleichbehandlung der Bürgerinnen und Bürger durch den Staat (Unequal treatment of citizens by the state).  German Basic Law (Grundgesetz) explicitly forbids discrimination based on various factors like race, origin, sex, language, religion, etc. (Article 3). This principle of equality is a cornerstone of German democracy and ensures everyone is treated fairly under the law.  Integration into German society means upholding these values.  Historically, Germany has learned harsh lessons about the dangers of discrimination, making this principle even more critical.","Die richtige Antwort ist D: Ungleichbehandlung der Bürgerinnen und Bürger durch den Staat. Das deutsche Grundgesetz verbietet ausdrücklich die Diskriminierung aufgrund verschiedener Faktoren wie Herkunft, Geschlecht, Sprache, Religion usw. (Artikel 3).  Dieser Gleichheitsgrundsatz ist ein Eckpfeiler der deutschen Demokratie und stellt sicher, dass alle Menschen vor dem Gesetz gleich behandelt werden. Integration in die deutsche Gesellschaft bedeutet, diese Werte zu achten. Deutschland hat historisch harte Lektionen über die Gefahren von Diskriminierung gelernt, was diesen Grundsatz umso wichtiger macht.","This question tests the core concept of equality before the law, a fundamental principle of German democracy.  It assesses understanding of the Basic Law's protection against discrimination.","Diese Frage prüft das Kernkonzept der Gleichheit vor dem Gesetz, ein Grundprinzip der deutschen Demokratie. Es bewertet das Verständnis des Schutzes des Grundgesetzes vor Diskriminierung.","Remember the ""ABCD"" of German values:  A-ll are equal B-efore the C-onstitution, which D-enounces discrimination.","Denken Sie an das ""ABCD"" der deutschen Werte: A-lle sind gleich B-vor dem C-Grundgesetz, das D-iskriminierung verurteilt.",,
18,Welches Grundrecht ist in Artikel 1 des Grundgesetzes der Bundesrepublik Deutschland garantiert?,die Unantastbarkeit der Menschenwürde,das Recht auf Leben,Religionsfreiheit,Meinungsfreiheit,die Unantastbarkeit der Menschenwürde,Politik,easy,False,"The correct answer is A, ""die Unantastbarkeit der Menschenwürde"" (the inviolability of human dignity).  This is the very first article of the German Basic Law (Grundgesetz) and is considered the foundation of all other rights.  It was established in post-WWII Germany as a direct response to the atrocities of the Nazi regime, emphasizing the absolute value and worth of every individual, regardless of background.  It's a cornerstone of German democracy and legal system, influencing all areas of life from lawmaking to social interactions.","Die richtige Antwort ist A, ""die Unantastbarkeit der Menschenwürde"".  Dies ist der erste Artikel des Grundgesetzes und bildet die Grundlage aller anderen Rechte.  Er wurde nach dem Zweiten Weltkrieg als direkte Reaktion auf die Gräueltaten des NS-Regimes eingeführt und betont den absoluten Wert jedes Menschen, unabhängig von seinem Hintergrund.  Es ist ein Eckpfeiler der deutschen Demokratie und des Rechtssystems und beeinflusst alle Lebensbereiche von der Gesetzgebung bis zum sozialen Umgang.",This question tests the foundational principle of human dignity in German law. It assesses understanding of Article 1 of the Basic Law and its paramount importance in the German legal and political system.,Diese Frage prüft das Grundprinzip der Menschenwürde im deutschen Recht. Sie bewertet das Verständnis von Artikel 1 des Grundgesetzes und seine überragende Bedeutung im deutschen Rechts- und politischen System.,"Think ""One Dignity"": Article *One* protects human *Dignity*.  Or, ""Würde 1st"":  Dignity (Würde) comes *1st* in the German Basic Law.","Denken Sie an ""Eins Würde"": Artikel *Eins* schützt die Menschen*würde*. Oder ""Würde zuerst"": Würde steht an *erster* Stelle im Grundgesetz.",,
20,"Eine Partei in Deutschland verfolgt das Ziel, eine Diktatur zu errichten. Sie ist dann ...",tolerant.,rechtsstaatlich orientiert.,gesetzestreu.,verfassungswidrig.,verfassungswidrig.,Politisches System,easy,False,"The correct answer is 'verfassungswidrig' (unconstitutional) because establishing a dictatorship directly contradicts the core principles of the German Basic Law (Grundgesetz).  Germany's post-WWII constitution is built upon democratic values, including free and fair elections, separation of powers, and protection of fundamental rights.  A dictatorship, by definition, rejects these principles.  The Basic Law explicitly protects these values, making any attempt to establish a dictatorship illegal.","Die richtige Antwort ist 'verfassungswidrig', weil die Errichtung einer Diktatur den Grundprinzipien des deutschen Grundgesetzes widerspricht. Das Grundgesetz, die Verfassung der Bundesrepublik Deutschland, basiert auf demokratischen Werten wie freie und faire Wahlen, Gewaltenteilung und Schutz der Grundrechte. Eine Diktatur lehnt diese Prinzipien per Definition ab. Daher ist jeder Versuch, eine Diktatur zu errichten, in Deutschland verfassungswidrig.","This question tests the fundamental principle of democracy enshrined in the German Basic Law, specifically the rejection of totalitarian rule and the protection of democratic values.","Diese Frage prüft das im Grundgesetz verankerte Grundprinzip der Demokratie, insbesondere die Ablehnung totalitärer Herrschaft und den Schutz demokratischer Werte.","Dictatorship and Democracy start with 'D', but are Diametrically opposed.  A dictatorship is 'verfassungswidrig' (unconstitutional) in Germany.","Diktatur und Demokratie beginnen mit 'D', sind aber diametral entgegengesetzt. Eine Diktatur ist in Deutschland 'verfassungswidrig'.",,
22,Was für eine Staatsform hat Deutschland?,Monarchie,Diktatur,Republik,Fürstentum,Republik,Politik,easy,False,"Germany is a republic, meaning its head of state is an elected or appointed president, not a hereditary monarch.  This is enshrined in the German Basic Law (Grundgesetz), specifically Article 20, which defines Germany as a democratic, social, and federal republic.  The current Basic Law was established in 1949 after World War II, replacing the Weimar Constitution and rejecting the authoritarian past.  The President's role is largely ceremonial, while the Chancellor, chosen by the parliament (Bundestag), holds the real political power.","Deutschland ist eine Republik. Das bedeutet, dass das Staatsoberhaupt ein gewählter oder ernannter Präsident ist und nicht ein erblicher Monarch. Dies ist im deutschen Grundgesetz verankert, insbesondere in Artikel 20, der Deutschland als demokratischen, sozialen und föderalen Bundesstaat definiert. Das aktuelle Grundgesetz wurde 1949 nach dem Zweiten Weltkrieg eingeführt und ersetzte die Weimarer Verfassung. Es stellt eine klare Absage an die autoritäre Vergangenheit dar. Die Rolle des Bundespräsidenten ist weitgehend repräsentativ, während der vom Bundestag gewählte Bundeskanzler die eigentliche politische Macht innehat.","This question tests knowledge of Germany's form of government, a crucial aspect of civic integration.  Understanding that Germany is a republic is fundamental to understanding its political system and democratic values.","Diese Frage prüft das Wissen über Deutschlands Staatsform, ein wichtiger Aspekt der Integration. Zu verstehen, dass Deutschland eine Republik ist, ist grundlegend für das Verständnis des politischen Systems und der demokratischen Werte.","Think **ReP**ublic - **P**resident leads, **P**eople elect the parliament.","Denken Sie an **ReP**ublik - **P**räsident repräsentiert, **P**arlament entscheidet.",,
