ID,Language,Why_A_Wrong,Why_B_Wrong,Why_C_Wrong,Review_Status,Reviewer_Comments
437,DE,"Heidelberg ist eine historische Universitätsstadt in Baden-Württemberg, aber nicht die Hauptstadt. Sie ist bekannt für ihr Schloss und ihre romantische Atmosphäre.",,"Karlsruhe ist eine wichtige Stadt in Baden-Württemberg, in der das Bundesverfassungsgericht und der Bundesgerichtshof ihren Sitz haben, aber sie ist nicht die Landeshauptstadt.",,
437,TR,"Heidelberg, Baden-Württemberg'de tarihi bir üniversite şehridir, ancak başkent değildir. Kalesi ve romantik atmosferiyle bilinir.",,"Karlsruhe, Baden-Württemberg'de önemli bir şehirdir ve Federal Anayasa Mahkemesi ile Federal Adalet Mahkemesi'ne ev sahipliği yapar, ancak eyalet başkenti değildir.",,
437,UK,"Гейдельберг – історичне університетське місто в Баден-Вюртемберзі, але не столиця. Воно відоме своїм замком і романтичною атмосферою.",,"Карлсруе – важливе місто в Баден-Вюртемберзі, де знаходиться Федеральний конституційний суд і Федеральний суд, але це не столиця землі.",,
437,AR,هايدلبرغ هي مدينة جامعية تاريخية في بادن فورتمبيرغ، لكنها ليست العاصمة. تشتهر بقلعتها وأجوائها الرومانسية.,,كارلسروه هي مدينة مهمة في بادن فورتمبيرغ، وتضم المحكمة الدستورية الفيدرالية والمحكمة الاتحادية العليا، لكنها ليست عاصمة الولاية.,,
439,EN,"While ""Erste/r Minister/in"" might sound similar, it's not the official title.  It's sometimes used colloquially, but legally incorrect for a German state leader.","""Premierminister/in"" is reserved for the head of the federal government of Germany as a whole, not for the leader of an individual state.","""Bürgermeister/in"" (Mayor) leads a city or town, not an entire state.  Sachsen-Anhalt has many Bürgermeister, but only one Ministerpräsident(in).",,
439,DE,"Die Bezeichnung ""Erste/r Minister/in"" wird zwar manchmal umgangssprachlich verwendet, ist aber nicht der offizielle Titel für den Regierungschef/die Regierungschefin eines Bundeslandes.","""Premierminister/in"" bezeichnet den/die Bundeskanzler/in, also den/die Regierungschef/in der gesamten Bundesrepublik Deutschland, nicht eines einzelnen Bundeslandes.","Ein/e Bürgermeister/in leitet eine Stadt oder Gemeinde, nicht ein ganzes Bundesland. Sachsen-Anhalt hat viele Bürgermeister/innen, aber nur einen/eine Ministerpräsidenten/in.",,
439,TR,"""Erste/r Minister/in"" benzer görünse de resmi unvan bu değildir. Bazen günlük konuşmada kullanılsa da Almanya eyalet lideri için yasal olarak doğru değildir.","""Premierminister/in"", bir eyaletin lideri için değil, Almanya'nın bir bütün olarak federal hükümetinin başkanı için ayrılmıştır.","""Bürgermeister/in"" (Belediye Başkanı) bir şehri veya kasabayı yönetir, tüm bir eyaleti değil. Saksonya-Anhalt'ın birçok Belediye Başkanı vardır, ancak yalnızca bir Ministerpräsident(in) vardır.",,
439,UK,"Хоча ""Erste/r Minister/in"" може звучати подібно, це не офіційна назва. Іноді використовується в розмовній мові, але юридично неправильно для голови уряду німецької землі.","""Premierminister/in"" зарезервовано для голови федерального уряду Німеччини в цілому, а не для керівника окремої землі.","""Bürgermeister/in"" (мер) очолює місто чи селище, а не всю землю. У Саксонії-Ангальт багато Bürgermeister, але лише один Ministerpräsident(in).",,
439,AR,"على الرغم من أن ""الوزير الأول"" قد يبدو مشابهًا، إلا أنه ليس اللقب الرسمي. يتم استخدامه أحيانًا في اللغة العامية، ولكنه غير صحيح قانونيًا لقائد ولاية ألمانية.","""رئيس الوزراء"" مخصص لرئيس الحكومة الفيدرالية لألمانيا ككل، وليس لقائد ولاية فردية.","""رئيس البلدية"" (Bürgermeister/in) يقود مدينة أو بلدة، وليس ولاية بأكملها. يوجد في ولاية ساكسونيا أنهالت العديد من رؤساء البلديات، ولكن يوجد رئيس وزراء واحد فقط (Ministerpräsident/in).",,
440,EN,North Rhine-Westphalia has its own Justice Minister who oversees the state's judicial system.,,North Rhine-Westphalia has its own Finance Minister responsible for the state's budget and finances.,,
440,DE,"Nordrhein-Westfalen hat einen eigenen Justizminister, der das Justizsystem des Landes überwacht.",,"Nordrhein-Westfalen hat einen eigenen Finanzminister, der für den Haushalt und die Finanzen des Landes zuständig ist.",,
440,TR,Kuzey Ren-Vestfalya'nın eyaletin yargı sistemini denetleyen kendi Adalet Bakanı vardır.,,Kuzey Ren-Vestfalya'nın eyaletin bütçesinden ve maliyesinden sorumlu kendi Maliye Bakanı vardır.,,
440,UK,"Північний Рейн-Вестфалія має власного Міністра юстиції, який контролює судову систему землі.",,"Північний Рейн-Вестфалія має власного Міністра фінансів, відповідального за бюджет та фінанси землі.",,
440,AR,لدى ولاية شمال الراين-وستفاليا وزير عدلها الخاص الذي يشرف على النظام القضائي للولاية.,,لدى ولاية شمال الراين-وستفاليا وزير ماليتها الخاص المسؤول عن ميزانية الولاية وشؤونها المالية.,,
441,EN,,"Image 2 shows a black bear on a white background, which is the coat of arms of Berlin, not Hesse.",Image 3 shows two blue lions on a yellow background and a stylized white snowflake on a red background. This is the coat of arms of Schleswig-Holstein.,,
441,DE,,"Bild 2 zeigt einen schwarzen Bären auf weißem Grund. Dies ist das Wappen von Berlin, nicht von Hessen.",Bild 3 zeigt zwei blaue Löwen auf gelbem Grund und eine stilisierte weiße Schneeflocke auf rotem Grund. Dies ist das Wappen von Schleswig-Holstein.,,
441,TR,,"Resim 2, beyaz bir arka plan üzerinde siyah bir ayı gösteriyor ve bu, Berlin'in armasıdır, Hessen'in değil.","Resim 3, sarı bir arka plan üzerinde iki mavi aslan ve kırmızı bir arka plan üzerinde stilize edilmiş beyaz bir kar tanesi gösteriyor. Bu Schleswig-Holstein armasını temsil eder.",,
441,UK,,"Зображення 2 показує чорного ведмедя на білому фоні. Це герб Берліна, а не Гессена.",Зображення 3 показує двох синіх левів на жовтому фоні та стилізовану білу сніжинку на червоному фоні. Це герб Шлезвіг-Гольштейну.,,
441,AR,,تُظهر الصورة 2 دبًا أسود على خلفية بيضاء، وهو شعار النبالة لمدينة برلين، وليس هيسن.,تُظهر الصورة 3 أسدين أزرقين على خلفية صفراء، بالإضافة إلى ندفة ثلج بيضاء منمقة على خلفية حمراء. هذا هو شعار النبالة الخاص بشليسفيغ هولشتاين.,,
442,EN,,"Altötting is a district in Bavaria, not Rhineland-Palatinate.",Emsland is a district in Lower Saxony.,,
442,DE,,"Altötting ist ein Landkreis in Bayern, nicht in Rheinland-Pfalz.",Emsland ist ein Landkreis in Niedersachsen.,,
442,TR,,"Altötting, Bavyera'da bir ilçedir, Rheinland-Pfalz'da değil.","Emsland, Aşağı Saksonya'da bir ilçedir.",,
442,UK,,"Альтеттінг – район у Баварії, а не в Рейнланд-Пфальці.",Емсланд – район у Нижній Саксонії.,,
442,AR,,Altötting هي مقاطعة في بافاريا، وليست في راينلاند بالاتينات.,Emsland هي مقاطعة في ساكسونيا السفلى.,,
443,EN,"3 years is incorrect.  Some elected bodies have shorter terms, but the Landtag in Rhineland-Palatinate is specifically 5 years.","4 years is incorrect. This is the term length for the US presidency, but not for the Landtag of Rhineland-Palatinate.",,,
443,DE,"3 Jahre ist falsch. Einige gewählte Körperschaften haben kürzere Amtszeiten, aber der Landtag in Rheinland-Pfalz hat eine Amtszeit von 5 Jahren.","4 Jahre ist falsch. Dies ist die Amtszeit des US-Präsidenten, nicht aber die des Landtags von Rheinland-Pfalz.",,,
443,TR,"3 yıl yanlıştır. Bazı seçilmiş organların daha kısa süreleri vardır, ancak Rheinland-Pfalz Eyalet Parlamentosu'nun süresi 5 yıldır.","4 yıl yanlıştır. Bu, ABD başkanlığının görev süresidir, ancak Rheinland-Pfalz Eyalet Parlamentosu'nun görev süresi değildir.",,,
443,UK,"3 роки – неправильно. Деякі виборні органи мають коротші терміни повноважень, але Ландтаг у Рейнланд-Пфальці обирається саме на 5 років.","4 роки – неправильно. Це термін повноважень президента США, а не Ландтагу Рейнланд-Пфальц.",,,
443,AR,3 سنوات غير صحيحة. بعض الهيئات المنتخبة لها فترات ولاية أقصر، لكن برلمان ولاية راينلاند بالاتينات مدته 5 سنوات تحديدًا.,4 سنوات غير صحيحة. هذه هي مدة ولاية الرئاسة الأمريكية، وليست مدة ولاية برلمان ولاية راينلاند بالاتينات.,,,
444,EN,"14 is incorrect.  While some countries allow younger participation in certain elections, Germany sets the universal voting age at 18 for all elections.","16 is incorrect. While 16-year-olds can vote in some elections in certain countries and even some local elections within Germany (like some in Lower Saxony, Schleswig-Holstein, Brandenburg, Bremen, Mecklenburg-Vorpommern), it's not the general rule for Hesse or federal elections.",,,
444,DE,"14 ist falsch. Während einige Länder eine jüngere Teilnahme an bestimmten Wahlen erlauben, legt Deutschland das allgemeine Wahlalter für alle Wahlen auf 18 Jahre fest.","16 ist falsch. Obwohl 16-Jährige in einigen Ländern an bestimmten Wahlen und sogar an einigen Kommunalwahlen innerhalb Deutschlands (z. B. in Niedersachsen, Schleswig-Holstein, Brandenburg, Bremen, Mecklenburg-Vorpommern) teilnehmen dürfen, ist dies nicht die allgemeine Regel für Hessen oder Bundeswahlen.",,,
444,TR,"14 yanlış. Bazı ülkeler belirli seçimlerde daha genç yaşta katılıma izin verirken, Almanya tüm seçimler için genel oy kullanma yaşını 18 olarak belirlemiştir.","16 yanlış. 16 yaşındakiler bazı ülkelerde belirli seçimlerde ve hatta Almanya'daki bazı yerel seçimlerde (Aşağı Saksonya, Schleswig-Holstein, Brandenburg, Bremen, Mecklenburg-Vorpommern gibi) oy kullanabilse de, bu Hessen veya federal seçimler için genel kural değildir.",,,
444,UK,"14 неправильно. Хоча деякі країни дозволяють молодшим брати участь у певних виборах, Німеччина встановлює загальний вік голосування на рівні 18 років для всіх виборів.","16 неправильно. Хоча 16-річні можуть голосувати на деяких виборах у певних країнах і навіть на деяких місцевих виборах у Німеччині (наприклад, у Нижній Саксонії, Шлезвіг-Гольштейні, Бранденбурзі, Бремені, Мекленбурзі-Передня Померанія), це не є загальним правилом для Гессена чи федеральних виборів.",,,
444,AR,14 خطأ. بينما تسمح بعض البلدان بمشاركة الأصغر سنًا في انتخابات معينة، فإن ألمانيا تحدد سن التصويت العام عند 18 عامًا لجميع الانتخابات.,16 خطأ. على الرغم من أنه يمكن للأشخاص الذين يبلغون من العمر 16 عامًا التصويت في بعض الانتخابات في بلدان معينة، وحتى بعض الانتخابات المحلية داخل ألمانيا (مثل بعض الانتخابات في ساكسونيا السفلى، شليسفيغ هولشتاين، براندنبورغ، بريمن، مكلنبورغ فوربومرن)، إلا أنها ليست القاعدة العامة لهيسن أو الانتخابات الفيدرالية.,,,
445,EN,"blau-weiß-rot (blue-white-red) is the flag of Russia, not Baden-Württemberg.",,"weiß-blau (white-blue) is the flag of Bavaria, another German state, not Baden-Württemberg.",,
445,DE,"blau-weiß-rot ist die Flagge von Russland, nicht Baden-Württemberg.",,"weiß-blau ist die Flagge von Bayern, einem anderen deutschen Bundesland, nicht Baden-Württemberg.",,
445,TR,"blau-weiß-rot (mavi-beyaz-kırmızı), Baden-Württemberg bayrağı değil, Rusya bayrağıdır.",,"weiß-blau (beyaz-mavi), Baden-Württemberg bayrağı değil, başka bir Alman eyaleti olan Bavyera'nın bayrağıdır.",,
445,UK,"blau-weiß-rot (синьо-біло-червоний) – це прапор Росії, а не Баден-Вюртемберга.",,"weiß-blau (біло-синій) – це прапор Баварії, іншої німецької землі, а не Баден-Вюртемберга.",,
445,AR,blau-weiß-rot (أزرق-أبيض-أحمر) هو علم روسيا، وليس بادن-فورتمبيرغ.,,weiß-blau (أبيض-أزرق) هو علم بافاريا، ولاية ألمانية أخرى، وليس بادن-فورتمبيرغ.,,
446,EN,"The Ordnungsamt (Regulatory Office) handles local administrative tasks like registering addresses and issuing permits, not political education.","The Verbraucherzentrale (Consumer Center) focuses on consumer protection and advice, not political information.",,,
446,DE,"Das Ordnungsamt kümmert sich um lokale Verwaltungsaufgaben wie die Anmeldung von Adressen und die Erteilung von Genehmigungen, nicht um politische Bildung.","Die Verbraucherzentrale konzentriert sich auf Verbraucherschutz und -beratung, nicht auf politische Informationen.",,,
446,TR,"Ordnungsamt (Düzenleme Dairesi), adres kaydı ve izin verme gibi yerel idari görevlerle ilgilenir, siyasi eğitimle değil.","Verbraucherzentrale (Tüketici Merkezi), tüketiciyi koruma ve danışmanlık konularına odaklanır, siyasi bilgiye değil.",,,
446,UK,"Ordnungsamt (Управління громадського порядку) займається місцевими адміністративними завданнями, такими як реєстрація адрес та видача дозволів, а не політичною освітою.","Verbraucherzentrale (Центр захисту прав споживачів) зосереджується на захисті прав споживачів та консультуванні, а не на політичній інформації.",,,
446,AR,يتعامل مكتب النظام (Ordnungsamt) مع المهام الإدارية المحلية مثل تسجيل العناوين وإصدار التصاريح، وليس التعليم السياسي.,يركز مركز المستهلك (Verbraucherzentrale) على حماية المستهلك وتقديم المشورة، وليس المعلومات السياسية.,,,
447,EN,"Heidelberg is a historic university city in Baden-Württemberg, but it's not the capital. It's known for its castle and romantic atmosphere.",,"Karlsruhe is an important city in Baden-Württemberg, housing the Federal Constitutional Court and other federal courts, but it's not the state capital.",,
447,DE,"Heidelberg ist eine historische Universitätsstadt in Baden-Württemberg, aber nicht die Hauptstadt. Sie ist bekannt für ihr Schloss und ihre romantische Atmosphäre.",,"Karlsruhe ist eine wichtige Stadt in Baden-Württemberg, in der das Bundesverfassungsgericht und andere Bundesgerichte ihren Sitz haben, aber nicht die Landeshauptstadt.",,
447,TR,"Heidelberg, Baden-Württemberg'de tarihi bir üniversite şehridir, ancak başkent değildir. Kalesi ve romantik atmosferiyle bilinir.",,"Karlsruhe, Baden-Württemberg'de Federal Anayasa Mahkemesi ve diğer federal mahkemelere ev sahipliği yapan önemli bir şehirdir, ancak eyalet başkenti değildir.",,
447,UK,"Гейдельберг — історичне університетське місто в Баден-Вюртемберзі, але не столиця. Воно відоме своїм замком і романтичною атмосферою.",,"Карлсруе — важливе місто в Баден-Вюртемберзі, де знаходиться Федеральний конституційний суд та інші федеральні суди, але не столиця землі.",,
447,AR,هايدلبرغ هي مدينة جامعية تاريخية في بادن-فورتمبيرغ، لكنها ليست العاصمة. تشتهر بقلعتها وأجوائها الرومانسية.,,كارلسروه هي مدينة مهمة في بادن-فورتمبيرغ، وتضم المحكمة الدستورية الفيدرالية وغيرها من المحاكم الفيدرالية، لكنها ليست عاصمة الولاية.,,
449,EN,"The title 'Erste Ministerin/Erster Minister' (First Minister) is not used for the head of government in any German state. While it might sound similar to Ministerpräsident, it's a distinct title sometimes used in other countries.","'Premierministerin/Premierminister' is the title of the head of the federal government of Germany (like a Prime Minister), not the head of a state government.  This question specifically asks about Baden-Württemberg, a state, not the entire country.","'Bürgermeisterin/Bürgermeister' (Mayor) is the head of a city or town, not an entire state.  Baden-Württemberg is a state with many cities, each with its own Bürgermeister.  The Ministerpräsident is above the Bürgermeister in the governmental hierarchy.",,
449,DE,"Der Titel 'Erste Ministerin/Erster Minister' wird in keinem deutschen Bundesland für den Regierungschef verwendet. Obwohl es ähnlich wie Ministerpräsident klingt, ist es ein anderer Titel, der manchmal in anderen Ländern verwendet wird.","'Premierministerin/Premierminister' ist der Titel des Bundeskanzlers/der Bundeskanzlerin, also des Regierungschefs/der Regierungschefin der gesamten Bundesrepublik Deutschland, nicht eines Bundeslandes. Diese Frage bezieht sich speziell auf Baden-Württemberg, ein Bundesland, nicht auf das gesamte Land.","'Bürgermeisterin/Bürgermeister' ist das Oberhaupt einer Stadt oder Gemeinde, nicht eines ganzen Bundeslandes. Baden-Württemberg ist ein Bundesland mit vielen Städten, jede mit ihrem eigenen Bürgermeister/ihrer eigenen Bürgermeisterin. Der/Die Ministerpräsident/in steht in der Regierungshierarchie über dem/der Bürgermeister/in.",,
449,TR,"'Erste Ministerin/Erster Minister' unvanı hiçbir Alman eyaletinde hükümet başkanı için kullanılmaz. Ministerpräsident'a benzese de, bazen başka ülkelerde kullanılan farklı bir unvandır.","'Premierministerin/Premierminister', Almanya federal hükümetinin başkanının (Başbakan gibi), bir eyalet hükümetinin başkanının değil, unvanıdır. Bu soru özellikle bir eyalet olan Baden-Württemberg'i soruyor, tüm ülkeyi değil.","'Bürgermeisterin/Bürgermeister' (Belediye Başkanı), bir şehrin veya kasabanın başkanıdır, tüm eyaletin değil. Baden-Württemberg, her biri kendi Belediye Başkanına sahip birçok şehri olan bir eyalettir. Ministerpräsident, hükümet hiyerarşisinde Belediye Başkanı'nın üzerindedir.",,
449,UK,"Титул «Erste Ministerin/Erster Minister» (Перший міністр) не використовується для голови уряду в жодній німецькій землі. Хоча це може звучати схоже на Ministerpräsident, це окремий титул, який іноді використовується в інших країнах.","«Premierministerin/Premierminister» – це титул голови федерального уряду Німеччини (як прем'єр-міністр), а не голови уряду землі.  Це питання стосується саме Баден-Вюртемберга, землі, а не всієї країни.","«Bürgermeisterin/Bürgermeister» (бургомістр) – це голова міста чи селища, а не всієї землі. Баден-Вюртемберг – це земля з багатьма містами, кожне з яких має свого бургомістра. Ministerpräsident стоїть вище за бургомістра в урядовій ієрархії.",,
449,AR,"لا يُستخدم لقب ""الوزير الأول / الوزيرة الأولى"" (Erste Ministerin/Erster Minister) لرئيس الحكومة في أي ولاية ألمانية. على الرغم من أنه قد يبدو مشابهًا لـ Ministerpräsident، إلا أنه لقب مميز يُستخدم أحيانًا في بلدان أخرى.","لقب ""رئيس الوزراء / رئيسة الوزراء"" (Premierministerin/Premierminister) هو لقب رئيس الحكومة الفيدرالية لألمانيا (مثل رئيس الوزراء)، وليس رئيس حكومة الولاية. يسأل هذا السؤال تحديدًا عن ولاية بادن-فورتمبيرغ، وهي ولاية وليست البلد بأكمله.",عمدة المدينة أو البلدة (Bürgermeisterin/Bürgermeister) هو رئيس المدينة أو البلدة، وليس ولاية بأكملها. بادن-فورتمبيرغ هي ولاية بها العديد من المدن، ولكل منها عمدتها الخاص. رئيس الوزراء أعلى من العمدة في التسلسل الهرمي الحكومي.,,
450,EN,"Sachsen, like all German states, has its own Justice Ministry responsible for upholding state laws and the judicial system within the state.",,"Sachsen has its own Finance Ministry to manage the state's budget, finances, and taxation.",,
450,DE,"Sachsen hat, wie alle Bundesländer, ein eigenes Justizministerium, das für die Aufrechterhaltung der Landesgesetze und des Justizsystems innerhalb des Landes zuständig ist.",,"Sachsen hat ein eigenes Finanzministerium, das für den Landeshaushalt, die Finanzen und die Steuern zuständig ist.",,
450,TR,Tüm Alman eyaletleri gibi Saksonya'nın da eyalet yasalarını ve eyalet içindeki yargı sistemini korumakla sorumlu kendi Adalet Bakanlığı (Justizministerium) vardır.,,"Saksonya'nın eyalet bütçesini, finansmanı ve vergilendirmeyi yönetmek için kendi Maliye Bakanlığı (Finanzministerium) vardır.",,
450,UK,"Саксонія, як і всі землі Німеччини, має власне Міністерство юстиції, відповідальне за дотримання земельних законів та судової системи в межах землі.",,"Саксонія має власне Міністерство фінансів для управління земельним бюджетом, фінансами та оподаткуванням.",,
450,AR,لدى ساكسونيا، مثل جميع الولايات الألمانية، وزارة عدل خاصة بها مسؤولة عن دعم قوانين الولاية والنظام القضائي داخل الولاية.,,لدى ساكسونيا وزارة مالية خاصة بها لإدارة ميزانية الولاية وشؤونها المالية والضرائب.,,
452,EN,"Ammerland is a district in Lower Saxony, not Saxony-Anhalt.","Altötting is a district in Bavaria, not Saxony-Anhalt.","Uckermark is a district in Brandenburg, not Saxony-Anhalt.",,
452,DE,"Ammerland ist ein Landkreis in Niedersachsen, nicht in Sachsen-Anhalt.","Altötting ist ein Landkreis in Bayern, nicht in Sachsen-Anhalt.","Uckermark ist ein Landkreis in Brandenburg, nicht in Sachsen-Anhalt.",,
452,TR,"Ammerland, Saksonya-Anhalt'ta değil, Aşağı Saksonya'da bir ilçedir.","Altötting, Saksonya-Anhalt'ta değil, Bavyera'da bir ilçedir.","Uckermark, Saksonya-Anhalt'ta değil, Brandenburg'da bir ilçedir.",,
452,UK,"Аммерланд — це район у Нижній Саксонії, а не в Саксонії-Ангальт.","Альтеттінг — це район у Баварії, а не в Саксонії-Ангальт.","Уккермарк — це район у Бранденбурзі, а не в Саксонії-Ангальт.",,
452,AR,أميرلاند هي مقاطعة في ولاية ساكسونيا السفلى، وليست في ساكسونيا أنهالت.,ألتوتينغ هي مقاطعة في ولاية بافاريا، وليست في ساكسونيا أنهالت.,أوكر مارك هي مقاطعة في ولاية براندنبورغ، وليست في ساكسونيا أنهالت.,,
453,EN,3 years is incorrect.  No German state has a legislative period this short.  It would lead to too frequent elections and instability.,"4 years is incorrect. While some countries have a 4-year term, this is not the case for the Landtag in Baden-Württemberg.",,,
453,DE,3 Jahre ist falsch. Kein deutsches Bundesland hat eine so kurze Legislaturperiode. Es würde zu zu häufigen Wahlen und Instabilität führen.,"4 Jahre ist falsch. Während einige Länder eine 4-jährige Amtszeit haben, ist dies beim Landtag in Baden-Württemberg nicht der Fall.",,,
453,TR,"3 yıl yanlıştır. Hiçbir Alman eyaletinin bu kadar kısa bir yasama dönemi yoktur. Bu, çok sık seçimlere ve istikrarsızlığa yol açacaktır.","4 yıl yanlıştır. Bazı ülkelerde 4 yıllık bir dönem olsa da, Baden-Württemberg Eyalet Parlamentosu için durum böyle değildir.",,,
453,UK,3 роки – неправильно. Жодна німецька земля не має такого короткого законодавчого періоду. Це призвело б до занадто частих виборів та нестабільності.,"4 роки – неправильно. Хоча в деяких країнах термін становить 4 роки, це не стосується Ландтагу в Баден-Вюртемберзі.",,,
453,AR,3 سنوات غير صحيحة. لا توجد ولاية ألمانية لديها فترة تشريعية قصيرة كهذه. سيؤدي ذلك إلى انتخابات متكررة جدًا وعدم استقرار.,4 سنوات غير صحيحة. في حين أن بعض البلدان لديها فترة ولاية مدتها 4 سنوات، إلا أن هذا ليس هو الحال بالنسبة لبرلمان ولاية بادن فورتمبيرغ.,,,
454,EN,"14 is incorrect.  While some countries allow voting at 14, this is not the case for local elections in Baden-Württemberg.",,"18 is the voting age for federal elections in Germany, not for local elections in Baden-Württemberg.",,
454,DE,14 ist falsch. In Baden-Württemberg darf man erst ab 16 Jahren an Kommunalwahlen teilnehmen.,,"18 ist das Wahlalter für Bundestagswahlen, nicht für Kommunalwahlen in Baden-Württemberg.",,
454,TR,"14 yanlıştır. Bazı ülkeler 14 yaşında oy kullanmaya izin verse de, Baden-Württemberg'deki yerel seçimler için durum böyle değil.",,"18, Almanya'daki federal seçimlerde oy kullanma yaşıdır, Baden-Württemberg'deki yerel seçimlerde değil.",,
454,UK,"14 неправильно. Хоча деякі країни дозволяють голосувати з 14 років, це не стосується місцевих виборів у Баден-Вюртемберзі.",,"18 – це вік голосування на федеральних виборах у Німеччині, а не на місцевих виборах у Баден-Вюртемберзі.",,
454,AR,14 غير صحيح. في حين أن بعض البلدان تسمح بالتصويت في سن 14، إلا أن هذا ليس هو الحال بالنسبة للانتخابات المحلية في ولاية بادن فورتمبيرغ.,,18 هو سن التصويت في الانتخابات الفيدرالية في ألمانيا، وليس للانتخابات المحلية في ولاية بادن فورتمبيرغ.,,
455,EN,"The German national flag uses black-red-gold, not blue-white-red.  This option confuses the national colors with other flag combinations.",,"The Bavarian flag is white and blue. While Bavaria is a German state, this question asks for the Baden-Württemberg flag.",,
455,DE,"Die deutsche Nationalflagge verwendet schwarz-rot-gold, nicht blau-weiß-rot. Diese Option verwechselt die Nationalfarben mit anderen Flaggenkombinationen.",,"Die bayerische Flagge ist weiß-blau. Bayern ist zwar ein Bundesland, aber in dieser Frage geht es um die Flagge von Baden-Württemberg.",,
455,TR,"Alman ulusal bayrağı mavi-beyaz-kırmızı değil, siyah-kırmızı-altın kullanır. Bu seçenek ulusal renkleri diğer bayrak kombinasyonlarıyla karıştırıyor.",,Bavyera bayrağı beyaz ve mavidir. Bavyera bir Alman eyaleti olsa da bu soru Baden-Württemberg bayrağını soruyor.,,
455,UK,"Національний прапор Німеччини використовує чорно-червоно-золотий, а не синьо-біло-червоний. Цей варіант плутає національні кольори з іншими комбінаціями прапорів.",,"Баварський прапор біло-синій. Хоча Баварія є німецькою землею, це питання стосується прапора Баден-Вюртемберга.",,
455,AR,يستخدم العلم الوطني الألماني الأسود والأحمر والذهبي، وليس الأزرق والأبيض والأحمر. هذا الخيار يخلط بين الألوان الوطنية ومجموعات الأعلام الأخرى.,,علم بافاريا أبيض وأزرق. في حين أن بافاريا ولاية ألمانية، فإن هذا السؤال يسأل عن علم بادن-فورتمبيرغ.,,
456,EN,"The Ordnungsamt (Regulatory Office) handles local ordinances, permits, and public order, not political education.","The Verbraucherzentrale (Consumer Center) focuses on consumer protection and rights, not political information.",,,
456,DE,"Das Ordnungsamt kümmert sich um lokale Verordnungen, Genehmigungen und die öffentliche Ordnung, nicht um politische Bildung.","Die Verbraucherzentrale konzentriert sich auf Verbraucherschutz und -rechte, nicht auf politische Informationen.",,,
456,TR,"Ordnungsamt (Düzenleme Dairesi), siyasi eğitimle değil, yerel yönetmeliklerle, izinlerle ve kamu düzeniyle ilgilenir.","Verbraucherzentrale (Tüketici Merkezi), siyasi bilgiye değil, tüketici korumasına ve haklarına odaklanır.",,,
456,UK,"Ordnungsamt (Управління громадського порядку) займається місцевими постановами, дозволами та громадським порядком, а не політичною освітою.","Verbraucherzentrale (Центр споживачів) зосереджується на захисті прав споживачів, а не на політичній інформації.",,,
456,AR,يتعامل Ordnungsamt (مكتب التنظيم) مع القوانين المحلية والتصاريح والنظام العام، وليس التثقيف السياسي.,يركز Verbraucherzentrale (مركز المستهلك) على حماية المستهلك وحقوقه، وليس المعلومات السياسية.,,,
457,EN,"Heidelberg is a historic university city in Baden-Württemberg, but not the capital. It's known for its castle and romantic atmosphere.",,"Karlsruhe is home to the Federal Constitutional Court and other federal institutions, but it's not the state capital.",,
457,DE,"Heidelberg ist eine historische Universitätsstadt in Baden-Württemberg, aber nicht die Hauptstadt. Sie ist bekannt für ihr Schloss und ihre romantische Atmosphäre.",,"Karlsruhe ist Sitz des Bundesverfassungsgerichts und anderer Bundesinstitutionen, aber nicht die Landeshauptstadt.",,
457,TR,"Heidelberg, Baden-Württemberg'de tarihi bir üniversite şehridir, ancak başkent değildir. Kalesi ve romantik atmosferiyle bilinir.",,"Karlsruhe, Federal Anayasa Mahkemesi'ne ve diğer federal kurumlara ev sahipliği yapar, ancak eyalet başkenti değildir.",,
457,UK,"Гейдельберг — історичне університетське місто в Баден-Вюртемберзі, але не столиця. Воно відоме своїм замком і романтичною атмосферою.",,"Карлсруе є місцем розташування Федерального конституційного суду та інших федеральних установ, але це не столиця землі.",,
457,AR,هايدلبرغ مدينة جامعية تاريخية في بادن-فورتمبيرغ، لكنها ليست العاصمة. تشتهر بقلعتها وأجوائها الرومانسية.,,كارلسروه هي موطن المحكمة الدستورية الفيدرالية وغيرها من المؤسسات الفيدرالية، لكنها ليست عاصمة الولاية.,,
459,EN,"300 years ago places us in the 18th century, long after Jewish communities were established.  This significantly underestimates the historical presence of Jewish people in Germany.","700 years ago corresponds to the 14th century. While Jewish communities were present then, their history in Germany goes back much further.","1150 years ago refers to the 9th century.  While this predates some significant events in German-Jewish history, it still doesn't capture the earliest presence of Jewish communities in the region.",,
459,DE,"Vor 300 Jahren, also im 18. Jahrhundert, waren jüdische Gemeinden längst etabliert. Dies unterschätzt die historische Präsenz jüdischer Menschen in Deutschland erheblich.","Vor 700 Jahren entspricht dem 14. Jahrhundert. Obwohl jüdische Gemeinden damals präsent waren, reicht ihre Geschichte in Deutschland viel weiter zurück.","Vor 1150 Jahren bezieht sich auf das 9. Jahrhundert. Dies liegt zwar vor einigen bedeutenden Ereignissen in der deutsch-jüdischen Geschichte, erfasst aber dennoch nicht die früheste Präsenz jüdischer Gemeinden in der Region.",,
