id,question,options,correct,category,difficulty,question_type,state,page_number,is_image_question,image_paths,image_mapping
268,"Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?","[""Sie muss mindestens zehn Jahre in Deutschland leben, bevor sie den F\u00fchrerschein machen kann."", ""Wenn sie kein Deutsch kann, darf sie keinen F\u00fchrerschein haben."", ""Sie muss den F\u00fchrerschein in dem Land machen, in dem man ihre Sprache spricht."", ""Sie kann die Theorie-Pr\u00fcfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.""]",Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.,Allgemein,medium,general,,90,False,[],
269,In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …,"[""monatliches Taschengeld."", ""einen Platz in einem Sportverein."", ""einen Kindergartenplatz."", ""einen Ferienpass.""]",einen Kindergartenplatz.,Rechtssystem,easy,general,,90,False,[],
270,Die Volkshochschule in Deutschland ist eine Einrichtung …,"[""f\u00fcr den Religionsunterricht."", ""nur f\u00fcr Jugendliche."", ""zur Weiterbildung."", ""nur f\u00fcr Rentnerinnen und Rentner.""]",zur Weiterbildung.,Kultur und Gesellschaft,easy,general,,90,False,[],
271,Was ist in Deutschland ein Brauch zu Weihnachten?,"[""bunte Eier verstecken"", ""einen Tannenbaum schm\u00fccken"", ""sich mit Masken und Kost\u00fcmen verkleiden"", ""K\u00fcrbisse vor die T\u00fcr stellen""]",einen Tannenbaum schmücken,Kultur und Gesellschaft,easy,general,,91,False,[],
272,Welche Lebensform ist in Deutschland nicht erlaubt?,"[""Mann und Frau sind geschieden und leben mit neuen Partnern zusammen."", ""Zwei Frauen leben zusammen."", ""Ein alleinerziehender Vater lebt mit seinen zwei Kindern zusammen."", ""Ein Mann ist mit zwei Frauen zur selben Zeit verheiratet.""]",Ein Mann ist mit zwei Frauen zur selben Zeit verheiratet.,Rechtssystem,easy,general,,91,False,[],
273,Bei Erziehungsproblemen gehen Sie in Deutschland …,"[""zur \u00c4rztin/zum Arzt."", ""zum Gesundheitsamt."", ""zum Einwohnermeldeamt."", ""zum Jugendamt.""]",zum Jugendamt.,Kultur und Gesellschaft,easy,general,,91,False,[],
274,"Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?","[""das Schweigerecht"", ""das Briefgeheimnis"", ""die Schweigepflicht"", ""die Meinungsfreiheit""]",das Briefgeheimnis,Grundrechte,easy,general,,92,False,[],
275,Was braucht man in Deutschland für eine Ehescheidung?,"[""die Einwilligung der Eltern"", ""ein Attest einer \u00c4rztin/eines Arztes"", ""die Einwilligung der Kinder"", ""die Unterst\u00fctzung einer Anw\u00e4ltin/eines Anwalts""]",die Unterstützung einer Anwältin/eines Anwalts,Rechtssystem,medium,general,,92,False,[],
276,"Was sollten Sie tun, wenn Sie von Ihrer Ansprechpartnerin/Ihrem Ansprechpartner in einer deutschen Behörde schlecht behandelt werden?","[""Ich kann nichts tun."", ""Ich muss mir diese Behandlung gefallen lassen."", ""Ich drohe der Person."", ""Ich kann mich bei der Beh\u00f6rdenleiterin/beim Beh\u00f6rdenleiter beschweren.""]",Ich kann mich bei der Behördenleiterin/beim Behördenleiter beschweren.,Rechtssystem,easy,general,,92,False,[],
277,"Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …","[""kein Englisch spricht."", ""zu hohe Gehaltsvorstellungen hat."", ""keine Erfahrungen in diesem Beruf hat."", ""Mutter ist.""]",Mutter ist.,Grundrechte,medium,general,,93,False,[],
278,"Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …","[""im Rollstuhl sitzt."", ""keine Erfahrung hat."", ""zu hohe Gehaltsvorstellungen hat."", ""kein Englisch spricht.""]",im Rollstuhl sitzt.,Grundrechte,medium,general,,93,False,[],
279,"In den meisten Mietshäusern in Deutschland gibt es eine ""Hausordnung"". Was steht in einer solchen ""Hausordnung""? Sie nennt …","[""Regeln f\u00fcr die Benutzung \u00f6ffentlicher Verkehrsmittel."", ""alle Mieterinnen und Mieter im Haus."", ""Regeln, an die sich alle Bewohnerinnen und Bewohner halten m\u00fcssen."", ""die Adresse des n\u00e4chsten Ordnungsamtes.""]","Regeln, an die sich alle Bewohnerinnen und Bewohner halten müssen.",Kultur und Gesellschaft,easy,general,,93,False,[],
280,"Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …","[""nichts machen."", ""den Bescheid wegwerfen."", ""Einspruch einlegen."", ""warten, bis ein anderer Bescheid kommt.""]",Einspruch einlegen.,Rechtssystem,medium,general,,94,False,[],
281,Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …,"[""Meinungsfreiheit"", ""Gleichbehandlung"", ""Versammlungsfreiheit"", ""Freiz\u00fcgigkeit""]",Gleichbehandlung,Grundrechte,easy,general,,94,False,[],
282,"Welches Ehrenamt müssen deutsche Staatsbürgerinnen und Staatsbürger übernehmen, wenn sie dazu aufgefordert werden?","[""Vereinstrainerin/Vereinstrainer"", ""Wahlhelferin/Wahlhelfer"", ""Bibliotheksaufsicht"", ""Lehrerin/Lehrer""]",Wahlhelferin/Wahlhelfer,Demokratie und Wahlen,medium,general,,94,False,[],
283,"Was tun Sie, wenn Sie eine falsche Rechnung von einer deutschen Behörde bekommen?","[""Ich lasse die Rechnung liegen."", ""Ich lege Widerspruch bei der Beh\u00f6rde ein."", ""Ich schicke die Rechnung an die Beh\u00f6rde zur\u00fcck."", ""Ich gehe mit der Rechnung zum Finanzamt.""]",Ich lege Widerspruch bei der Behörde ein.,Rechtssystem,easy,general,,95,False,[],
284,"Was man für die Arbeit können muss, ändert sich in Zukunft sehr schnell. Was kann man tun?","[""Es ist egal, was man lernt."", ""Erwachsene m\u00fcssen auch nach der Ausbildung immer weiter lernen."", ""Kinder lernen in der Schule alles, was im Beruf wichtig ist. Nach der Schule muss man nicht weiter lernen."", ""Alle m\u00fcssen fr\u00fcher aufh\u00f6ren zu arbeiten, weil sich alles \u00e4ndert.""]",Erwachsene müssen auch nach der Ausbildung immer weiter lernen.,Kultur und Gesellschaft,easy,general,,95,False,[],
285,Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?,"[""Lohnsteuer"", ""Beitr\u00e4ge zur Arbeitslosenversicherung"", ""Beitr\u00e4ge zur Renten- und Krankenversicherung"", ""Umsatzsteuer""]",Umsatzsteuer,Rechtssystem,medium,general,,95,False,[],
286,Welche Organisation in einer Firma hilft den Arbeitnehmerinnen und Arbeitnehmern bei Problemen mit der Arbeitgeberin/dem Arbeitgeber?,"[""der Betriebsrat"", ""die Betriebspr\u00fcferin/der Betriebspr\u00fcfer"", ""die Betriebsgruppe"", ""das Betriebsmanagement""]",der Betriebsrat,Rechtssystem,easy,general,,96,False,[],
287,Sie möchten bei einer Firma in Deutschland ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?,"[""die Gehaltszahlungen"", ""die Arbeitszeit"", ""die K\u00fcndigungsfrist"", ""die Versicherungspflicht""]",die Kündigungsfrist,Rechtssystem,easy,general,,96,False,[],
288,Woraus begründet sich Deutschlands besondere Verantwortung für Israel?,"[""aus der Mitgliedschaft in der Europ\u00e4ischen Union (EU)"", ""aus den nationalsozialistischen Verbrechen gegen Juden"", ""aus dem Grundgesetz der Bundesrepublik Deutschland"", ""aus der christlichen Tradition""]",aus den nationalsozialistischen Verbrechen gegen Juden,Geschichte,medium,general,,96,False,[],
289,"Ein Mann mit dunkler Hautfarbe bewirbt sich um eine Stelle als Kellner in einem Restaurant in Deutschland. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil …","[""seine Deutschkenntnisse zu gering sind."", ""er zu hohe Gehaltsvorstellungen hat."", ""er eine dunkle Haut hat."", ""er keine Erfahrungen im Beruf hat.""]",er eine dunkle Haut hat.,Grundrechte,medium,general,,97,False,[],
290,"Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?","[""eine Anzeige schreiben"", ""den Fernseher reklamieren"", ""das Ger\u00e4t ungefragt austauschen"", ""die Garantie verl\u00e4ngern""]",den Fernseher reklamieren,Rechtssystem,easy,general,,97,False,[],
291,"Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …","[""es eine Kirchensteuer gibt, die an die Einkommen- und Lohnsteuer gekn\u00fcpft ist."", ""das f\u00fcr die Statistik in Deutschland wichtig ist."", ""man mehr Steuern zahlen muss, wenn man nicht zu einer Kirche geh\u00f6rt."", ""die Kirche f\u00fcr die Steuererkl\u00e4rung verantwortlich ist.""]","es eine Kirchensteuer gibt, die an die Einkommen- und Lohnsteuer geknüpft ist.",Rechtssystem,medium,general,,97,False,[],
292,Die Menschen in Deutschland leben nach dem Grundsatz der religiösen Toleranz. Was bedeutet das?,"[""Es d\u00fcrfen keine Moscheen gebaut werden."", ""Alle Menschen glauben an Gott."", ""Jeder kann glauben, was er m\u00f6chte."", ""Der Staat entscheidet, an welchen Gott die Menschen glauben.""]","Jeder kann glauben, was er möchte.",Grundrechte,easy,general,,98,False,[],
293,Was ist in Deutschland ein Brauch zu Ostern?,"[""K\u00fcrbisse vor die T\u00fcr stellen"", ""einen Tannenbaum schm\u00fccken"", ""Eier bemalen"", ""Raketen in die Luft schie\u00dfen""]",Eier bemalen,Kultur und Gesellschaft,easy,general,,98,False,[],
294,Pfingsten ist ein …,"[""christlicher Feiertag."", ""deutscher Gedenktag."", ""internationaler Trauertag."", ""bayerischer Brauch.""]",christlicher Feiertag.,Kultur und Gesellschaft,easy,general,,98,False,[],
295,Welche Religion hat die europäische und deutsche Kultur geprägt?,"[""der Hinduismus"", ""das Christentum"", ""der Buddhismus"", ""der Islam""]",das Christentum,Kultur und Gesellschaft,easy,general,,99,False,[],
296,In Deutschland nennt man die letzten vier Wochen vor Weihnachten …,"[""den Bu\u00df- und Bettag."", ""das Erntedankfest."", ""die Adventszeit."", ""Allerheiligen.""]",die Adventszeit.,Kultur und Gesellschaft,easy,general,,99,False,[],
297,Aus welchem Land sind die meisten Migrantinnen und Migranten nach Deutschland gekommen?,"[""Italien"", ""Polen"", ""Marokko"", ""T\u00fcrkei""]",Türkei,Geschichte,medium,general,,99,False,[],
298,In der DDR lebten vor allem Migrantinnen und Migranten aus …,"[""Vietnam, Polen, Mosambik."", ""Frankreich, Rum\u00e4nien, Somalia."", ""Chile, Ungarn, Simbabwe."", ""Nordkorea, Mexiko, \u00c4gypten.""]","Vietnam, Polen, Mosambik.",Geschichte,hard,general,,100,False,[],
299,"Ausländische Arbeitnehmerinnen und Arbeitnehmer, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …","[""Schwarzarbeiterinnen/Schwarzarbeiter."", ""Gastarbeiterinnen/Gastarbeiter."", ""Zeitarbeiterinnen/Zeitarbeiter."", ""Schichtarbeiterinnen/Schichtarbeiter.""]",Gastarbeiterinnen/Gastarbeiter.,Geschichte,medium,general,,100,False,[],
300,Aus welchem Land kamen die ersten Gastarbeiterinnen und Gastarbeiter in die Bundesrepublik Deutschland?,"[""Italien"", ""Spanien"", ""Portugal"", ""T\u00fcrkei""]",Italien,Geschichte,medium,general,,100,False,[],
301,Welches Wappen gehört zum Bundesland Baden-Württemberg?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 1,Föderalismus,easy,state_specific,Baden-Württemberg,112,True,"[""images/page_112_img_2.jpeg"", ""images/page_112_img_3.png"", ""images/page_112_img_4.png"", ""images/page_112_img_5.png""]",option_images
302,Welches ist ein Landkreis in Baden-Württemberg?,"[""Mecklenburgische Seenplatte"", ""Neckar-Odenwald-Kreis"", ""Nordfriesland"", ""Alt\u00f6tting""]",Neckar-Odenwald-Kreis,Geografie,medium,state_specific,Baden-Württemberg,112,False,[],
303,Für wie viele Jahre wird der Landtag in Baden-Württemberg gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Baden-Württemberg,113,False,[],
304,Ab welchem Alter darf man in Baden-Württemberg bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,medium,state_specific,Baden-Württemberg,113,False,[],
305,Welche Farben hat die Landesflagge von Baden-Württemberg?,"[""blau-wei\u00df-rot"", ""schwarz-gold"", ""wei\u00df-blau"", ""gr\u00fcn-wei\u00df-rot""]",schwarz-gold,Föderalismus,easy,state_specific,Baden-Württemberg,114,True,[],
306,Wo können Sie sich in Baden-Württemberg über politische Themen informieren?,"[""beim Ordnungsamt der Gemeinde"", ""bei der Verbraucherzentrale"", ""bei der Landeszentrale f\u00fcr politische Bildung"", ""bei den Kirchen""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Baden-Württemberg,114,False,[],
307,Die Landeshauptstadt von Baden-Württemberg heißt …,"[""Heidelberg."", ""Stuttgart."", ""Karlsruhe."", ""Mannheim.""]",Stuttgart.,Geografie,easy,state_specific,Baden-Württemberg,115,False,[],
308,Welches Bundesland ist Baden-Württemberg?,"[""1"", ""2"", ""3"", ""4""]",1,Geografie,easy,state_specific,Baden-Württemberg,115,False,[],single
309,Wie nennt man die Regierungschefin/den Regierungschef in Baden-Württemberg?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Baden-Württemberg,116,False,[],
310,Welche Ministerin/welchen Minister hat Baden-Württemberg nicht?,"[""Finanzministerin/Finanzminister"", ""Justizministerin/Justizminister"", ""Innenministerin/Innenminister"", ""Au\u00dfenministerin/Au\u00dfenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Baden-Württemberg,116,False,[],
311,Welches Wappen gehört zum Freistaat Bayern?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 2,Föderalismus,easy,state_specific,Baden-Württemberg,117,True,"[""images/page_117_img_2.jpeg"", ""images/page_117_img_3.png"", ""images/page_117_img_4.png"", ""images/page_117_img_5.png""]",option_images
312,Welches ist ein Landkreis in Bayern?,"[""Prignitz"", ""Rhein-Sieg-Kreis"", ""Nordfriesland"", ""Alt\u00f6tting""]",Altötting,Geografie,medium,state_specific,Baden-Württemberg,117,False,[],
313,Für wie viele Jahre wird der Landtag in Bayern gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Baden-Württemberg,118,False,[],
314,Ab welchem Alter darf man in Bayern bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",18,Demokratie und Wahlen,medium,state_specific,Baden-Württemberg,118,False,[],
315,Welche Farben hat die Landesflagge von Bayern?,"[""blau-wei\u00df-rot"", ""wei\u00df-blau"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gelb""]",weiß-blau,Föderalismus,easy,state_specific,Baden-Württemberg,119,True,[],
316,Wo können Sie sich in Bayern über politische Themen informieren?,"[""beim Ordnungsamt der Gemeinde"", ""bei der Landeszentrale f\u00fcr politische Bildung"", ""bei der Verbraucherzentrale"", ""bei den Kirchen""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Baden-Württemberg,119,False,[],
317,Die Landeshauptstadt von Bayern heißt …,"[""Ingolstadt."", ""Regensburg."", ""N\u00fcrnberg."", ""M\u00fcnchen.""]",München.,Geografie,easy,state_specific,Baden-Württemberg,120,False,[],
318,Welches Bundesland ist Bayern?,"[""1"", ""2"", ""3"", ""4""]",4,Geografie,easy,state_specific,Baden-Württemberg,120,False,[],single
319,Wie nennt man die Regierungschefin/den Regierungschef in Bayern?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Baden-Württemberg,121,False,[],
320,Welche Ministerin/welchen Minister hat Bayern nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Baden-Württemberg,121,False,[],
321,Welches Wappen gehört zum Bundesland Berlin?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 1,Föderalismus,easy,state_specific,Berlin,122,True,"[""images/page_122_img_2.png"", ""images/page_122_img_3.png"", ""images/page_122_img_4.png""]",option_images
322,Welches ist ein Bezirk von Berlin?,"[""Altona"", ""Prignitz"", ""Pankow"", ""Mecklenburgische Seenplatte""]",Pankow,Geografie,medium,state_specific,Berlin,122,False,[],
323,Für wie viele Jahre wird das Landesparlament in Berlin gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,medium,state_specific,Berlin,123,False,[],
324,Ab welchem Alter darf man in Berlin bei Kommunalwahlen (Wahl der Bezirksverordnetenversammlung) wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,medium,state_specific,Berlin,123,False,[],
325,Welche Farben hat die Landesflagge von Berlin?,"[""blau-wei\u00df-rot"", ""wei\u00df-rot"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gold""]",weiß-rot,Föderalismus,easy,state_specific,Berlin,124,True,[],
326,Wo können Sie sich in Berlin über politische Themen informieren?,"[""beim Ordnungsamt der Gemeinde"", ""bei den Kirchen"", ""bei der Verbraucherzentrale"", ""bei der Landeszentrale f\u00fcr politische Bildung""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Berlin,124,False,[],
327,Welches Bundesland ist ein Stadtstaat?,"[""Berlin"", ""Saarland"", ""Brandenburg"", ""Hessen""]",Berlin,Föderalismus,easy,state_specific,Berlin,125,False,[],
328,Welches Bundesland ist Berlin?,"[""1"", ""2"", ""3"", ""4""]",1,Geografie,easy,state_specific,Berlin,125,False,[],single
329,Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Berlin?,"[""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident"", ""Oberb\u00fcrgermeisterin/Oberb\u00fcrgermeister"", ""Pr\u00e4sidentin/Pr\u00e4sident des Senates"", ""Regierende B\u00fcrgermeisterin/Regierender B\u00fcrgermeister""]",Regierende Bürgermeisterin/Regierender Bürgermeister,Föderalismus,medium,state_specific,Berlin,126,False,[],
330,Welche Senatorin/welchen Senator hat Berlin nicht?,"[""Finanzsenatorin/Finanzsenator"", ""Innensenatorin/Innensenator"", ""Senatorin/Senator f\u00fcr Au\u00dfenbeziehungen"", ""Justizsenatorin/Justizsenator""]",Senatorin/Senator für Außenbeziehungen,Föderalismus,medium,state_specific,Berlin,126,False,[],
331,Welches Wappen gehört zum Bundesland Brandenburg?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 2,Föderalismus,easy,state_specific,Berlin,127,True,"[""images/page_127_img_2.png"", ""images/page_127_img_3.png"", ""images/page_127_img_4.png"", ""images/page_127_img_5.jpeg""]",option_images
332,Welches ist ein Landkreis in Brandenburg?,"[""Prignitz"", ""Rhein-Sieg-Kreis"", ""Vogtlandkreis"", ""Amberg-Sulzbach""]",Prignitz,Geografie,medium,state_specific,Berlin,127,False,[],
333,Für wie viele Jahre wird der Landtag in Brandenburg gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,medium,state_specific,Berlin,128,False,[],
334,Ab welchem Alter darf man in Brandenburg bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,medium,state_specific,Berlin,128,False,[],
335,Welche Farben hat die Landesflagge von Brandenburg?,"[""blau-wei\u00df-rot"", ""rot-wei\u00df"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gelb""]",rot-weiß,Föderalismus,easy,state_specific,Berlin,129,True,[],
336,Wo können Sie sich in Brandenburg über politische Themen informieren?,"[""bei den Kirchen"", ""beim Ordnungsamt der Gemeinde"", ""bei der Landeszentrale f\u00fcr politische Bildung"", ""bei der Verbraucherzentrale""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Berlin,129,False,[],
337,Die Landeshauptstadt von Brandenburg heißt …,"[""Potsdam."", ""Cottbus."", ""Brandenburg."", ""Frankfurt/Oder.""]",Potsdam.,Geografie,easy,state_specific,Berlin,130,False,[],
338,Welches Bundesland ist Brandenburg?,"[""1"", ""2"", ""3"", ""4""]",2,Geografie,easy,state_specific,Berlin,130,False,[],single
339,Wie nennt man die Regierungschefin/den Regierungschef in Brandenburg?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,medium,state_specific,Berlin,131,False,[],
340,Welche Ministerin/welchen Minister hat Brandenburg nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Berlin,131,False,[],
341,Welches Wappen gehört zur Freien Hansestadt Bremen?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 1,Föderalismus,easy,state_specific,Bremen,132,True,"[""images/page_132_img_2.png"", ""images/page_132_img_3.jpeg"", ""images/page_132_img_4.png"", ""images/page_132_img_5.png""]",option_images
342,Welches ist ein Stadtteil von Bremen?,"[""Altona"", ""Hemelingen"", ""Pankow"", ""Babelsberg""]",Hemelingen,Geografie,medium,state_specific,Bremen,132,False,[],
343,Für wie viele Jahre wird das Landesparlament in Bremen gewählt?,"[""3"", ""4"", ""5"", ""6""]",4,Demokratie und Wahlen,medium,state_specific,Bremen,133,False,[],
344,Ab welchem Alter darf man in Bremen bei den Wahlen zur Bürgerschaft (Landtag) wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,easy,state_specific,Bremen,133,False,[],
345,Welche Farben hat die Landesflagge von Bremen?,"[""blau-wei\u00df-rot"", ""rot-wei\u00df"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gold""]",rot-weiß,Föderalismus,easy,state_specific,Bremen,134,True,[],
346,Wo können Sie sich in Bremen über politische Themen informieren?,"[""beim Ordnungsamt der Gemeinde"", ""bei der Landeszentrale f\u00fcr politische Bildung"", ""bei den Kirchen"", ""bei der Verbraucherzentrale""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Bremen,134,False,[],
347,Was ist ein deutscher Stadtstaat?,"[""Bremen"", ""M\u00fcnchen"", ""Frankfurt"", ""Erfurt""]",Bremen,Föderalismus,easy,state_specific,Bremen,135,False,[],
348,Welches Bundesland ist Bremen?,"[""1"", ""2"", ""3"", ""4""]",1,Geografie,easy,state_specific,Bremen,135,False,[],option_images
349,Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Bremen?,"[""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident"", ""Erste B\u00fcrgermeisterin/Erster B\u00fcrgermeister"", ""Pr\u00e4sidentin/Pr\u00e4sident des Senates"", ""Regierende B\u00fcrgermeisterin/Regierender B\u00fcrgermeister""]",Präsidentin/Präsident des Senates,Föderalismus,medium,state_specific,Bremen,136,False,[],
350,Welche Senatorin/welchen Senator hat Bremen nicht?,"[""Senatorin/Senator f\u00fcr Au\u00dfenbeziehungen"", ""Finanzsenatorin/Finanzsenator"", ""Justizsenatorin/Justizsenator"", ""Innensenatorin/Innensenator""]",Senatorin/Senator für Außenbeziehungen,Föderalismus,hard,state_specific,Bremen,136,False,[],
351,Welches Wappen gehört zur Freien und Hansestadt Hamburg?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 2,Föderalismus,easy,state_specific,Bremen,137,True,"[""images/page_137_img_2.png"", ""images/page_137_img_3.png"", ""images/page_137_img_4.png"", ""images/page_137_img_5.png""]",option_images
352,Welches ist ein Bezirk von Hamburg?,"[""Altona"", ""Hemelingen"", ""Pankow"", ""Mecklenburgische Seenplatte""]",Altona,Geografie,medium,state_specific,Bremen,137,False,[],
353,Für wie viele Jahre wird das Landesparlament in Hamburg gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,medium,state_specific,Bremen,138,False,[],
354,Ab welchem Alter darf man in Hamburg bei Kommunalwahlen (Wahl der Bezirksversammlungen) wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,easy,state_specific,Bremen,138,False,[],
355,Welche Farben hat die Landesflagge von Hamburg?,"[""blau-wei\u00df-rot"", ""wei\u00df-rot"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gelb""]",weiß-rot,Föderalismus,easy,state_specific,Bremen,139,True,[],
356,Wo können Sie sich in Hamburg über politische Themen informieren?,"[""beim Ordnungsamt der Gemeinde"", ""bei der Verbraucherzentrale"", ""bei den Kirchen"", ""bei der Landeszentrale f\u00fcr politische Bildung""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Bremen,139,False,[],
357,Welches Bundesland ist ein Stadtstaat?,"[""Hamburg"", ""Sachsen"", ""Bayern"", ""Th\u00fcringen""]",Hamburg,Föderalismus,easy,state_specific,Bremen,140,False,[],
358,Welches Bundesland ist Hamburg?,"[""1"", ""2"", ""3"", ""4""]",2,Geografie,easy,state_specific,Bremen,140,False,[],option_images
359,Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Hamburg?,"[""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident"", ""Erste B\u00fcrgermeisterin/Erster B\u00fcrgermeister"", ""Regierende Senatorin/Regierender Senator"", ""Oberb\u00fcrgermeisterin/Oberb\u00fcrgermeister""]",Erste Bürgermeisterin/Erster Bürgermeister,Föderalismus,medium,state_specific,Bremen,141,False,[],
360,Welche Senatorin/welchen Senator hat Hamburg nicht?,"[""Justizsenatorin/Justizsenator"", ""Senatorin/Senator f\u00fcr Au\u00dfenbeziehungen"", ""Finanzsenatorin/Finanzsenator"", ""Innensenatorin/Innensenator""]",Senatorin/Senator für Außenbeziehungen,Föderalismus,hard,state_specific,Bremen,141,False,[],
361,Welches Wappen gehört zum Bundesland Hessen?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 3,Föderalismus,easy,state_specific,Hessen,142,True,"[""images/page_142_img_2.png"", ""images/page_142_img_4.png"", ""images/page_142_img_5.jpeg""]",option_images
362,Welches ist ein Landkreis in Hessen?,"[""Ammerland"", ""Alt\u00f6tting"", ""Prignitz"", ""Main-Taunus-Kreis""]",Main-Taunus-Kreis,Geografie,medium,state_specific,Hessen,142,False,[],
